queue_position,bags,vehicle_type,arrival_hour,avg_service_minutes,weather_delay_minutes,workers_available,warehouse_load_percent,day_of_week,festival_season,expected_wait_minutes
182,138,MiniTruck,14,19,18,10,73,Saturday,1,2478
109,847,Truck,14,7,0,7,38,Monday,0,532
52,293,Tractor,10,12,4,1,57,Tuesday,0,470
92,853,Pickup,7,11,23,9,69,Tuesday,1,776
178,700,Truck,20,16,12,7,60,Friday,0,2026
4,781,MiniTruck,9,18,26,4,67,Friday,0,123
199,762,Tractor,10,18,5,2,43,Tuesday,0,2532
97,61,Pickup,10,12,4,3,94,Wednesday,0,860
85,497,Tractor,6,8,29,6,96,Monday,1,579
126,828,MiniTruck,7,14,16,4,43,Friday,0,1276
130,183,Pickup,14,16,2,6,48,Tuesday,1,1481
85,389,MiniTruck,9,20,15,9,21,Monday,1,1218
115,266,Tractor,6,14,12,2,69,Wednesday,1,1194
7,953,MiniTruck,14,20,14,8,25,Wednesday,0,114
83,546,Truck,7,9,30,9,88,Monday,0,599
54,706,Tractor,19,17,26,2,46,Friday,1,726
166,856,Truck,17,8,0,8,62,Monday,0,936
19,75,Tractor,18,12,17,2,93,Tuesday,1,249
105,417,Pickup,16,16,13,6,22,Thursday,0,1195
137,26,Truck,18,5,22,2,65,Friday,0,550
75,825,MiniTruck,15,6,9,8,68,Thursday,0,343
122,180,Tractor,8,16,25,9,57,Saturday,0,1417
77,713,MiniTruck,6,8,3,1,20,Friday,1,459
138,580,Truck,10,10,23,6,47,Thursday,0,1017
42,208,Tractor,15,12,6,2,43,Saturday,0,380
193,974,Pickup,16,6,9,2,52,Monday,0,848
186,614,Pickup,11,15,4,4,32,Wednesday,0,1964
50,345,Pickup,13,14,19,5,94,Tuesday,1,575
81,458,Tractor,6,14,7,4,75,Wednesday,1,848
35,715,MiniTruck,20,19,14,8,65,Wednesday,1,517
142,131,Tractor,16,6,26,5,37,Friday,0,651
68,771,Truck,17,6,28,1,84,Saturday,0,380
149,612,Pickup,18,10,29,1,90,Wednesday,1,1158
168,813,Tractor,11,16,7,10,57,Tuesday,1,1909
129,542,Truck,12,15,16,1,50,Friday,0,1408
194,546,Tractor,13,9,5,10,92,Saturday,0,1248
189,769,Pickup,11,5,7,8,49,Monday,1,691
95,259,Truck,16,10,16,6,69,Thursday,1,728
12,60,MiniTruck,7,20,20,5,53,Friday,0,219
97,689,Pickup,11,6,16,5,68,Tuesday,1,473
91,856,MiniTruck,13,19,28,10,20,Friday,0,1246
113,189,Tractor,7,20,20,5,47,Tuesday,0,1630
41,390,Truck,16,11,13,6,34,Thursday,1,355
123,235,Tractor,16,17,0,4,25,Tuesday,0,1464
35,664,Truck,20,8,1,3,53,Tuesday,1,230
154,597,Truck,20,13,30,2,47,Thursday,1,1493
124,194,Tractor,19,17,19,3,94,Tuesday,1,1566
43,761,MiniTruck,20,18,19,10,28,Tuesday,1,578
99,155,Truck,6,10,16,9,73,Tuesday,0,734
46,507,Truck,20,20,24,2,31,Thursday,0,701
155,572,Truck,20,17,16,7,67,Monday,1,1903
59,980,Pickup,18,16,11,10,93,Monday,1,714
35,280,Pickup,18,11,29,2,56,Friday,1,364
66,213,Truck,17,4,18,9,35,Friday,0,211
97,690,Tractor,17,14,13,6,33,Tuesday,1,990
167,619,MiniTruck,10,17,18,6,98,Wednesday,1,2069
194,228,Pickup,14,19,5,6,91,Friday,1,2632
65,334,MiniTruck,18,16,23,3,35,Saturday,0,782
115,821,Tractor,7,10,16,7,63,Friday,0,847
42,418,Truck,18,6,26,3,80,Friday,1,274
23,85,MiniTruck,9,15,2,10,24,Saturday,1,242
103,648,MiniTruck,17,5,30,3,83,Thursday,0,453
52,890,MiniTruck,9,5,25,10,85,Friday,0,244
158,193,Truck,11,11,20,1,40,Monday,1,1288
200,429,MiniTruck,16,16,12,10,45,Friday,0,2256
189,740,Truck,20,6,17,5,91,Friday,1,873
89,855,MiniTruck,9,10,14,7,93,Monday,1,691
45,436,Truck,14,6,16,5,63,Monday,1,252
138,852,MiniTruck,17,18,30,7,92,Thursday,0,1823
194,367,Pickup,16,18,28,10,23,Thursday,0,2481
67,89,Pickup,16,11,21,4,60,Thursday,1,590
133,568,Truck,17,12,7,5,31,Thursday,1,1146
20,587,Tractor,13,14,11,4,93,Wednesday,0,252
192,719,Tractor,13,10,7,4,53,Tuesday,0,1372
52,874,Tractor,19,15,4,2,35,Monday,1,580
158,26,Truck,19,19,11,10,60,Thursday,1,2138
126,207,MiniTruck,12,11,24,10,36,Monday,1,1021
123,982,Truck,14,15,12,3,78,Monday,1,1360
81,725,Truck,6,10,12,10,32,Wednesday,1,592
157,902,MiniTruck,8,12,7,5,80,Friday,1,1372
94,208,Pickup,12,10,13,6,66,Thursday,1,714
116,204,Tractor,15,11,26,2,54,Tuesday,1,981
98,220,Tractor,18,8,15,1,42,Thursday,1,611
35,934,MiniTruck,18,19,9,5,91,Friday,0,514
102,121,Tractor,6,10,26,5,80,Saturday,0,791
116,782,MiniTruck,10,15,11,9,91,Wednesday,1,1273
6,441,Truck,11,10,18,10,88,Tuesday,1,107
91,352,Pickup,18,18,28,2,68,Friday,1,1245
119,666,Tractor,19,9,20,6,73,Saturday,1,823
19,101,Tractor,11,11,10,6,57,Saturday,1,191
155,680,Pickup,10,18,24,6,95,Friday,1,2045
106,191,Tractor,19,4,4,4,52,Saturday,0,318
54,190,Pickup,7,7,2,8,90,Monday,0,289
198,426,Truck,7,12,19,3,30,Saturday,1,1722
80,254,Tractor,17,13,14,3,36,Friday,0,765
8,55,MiniTruck,19,14,27,8,79,Friday,1,162
141,475,Tractor,17,9,18,10,78,Saturday,1,948
135,675,MiniTruck,20,15,15,9,49,Monday,1,1460
79,394,Pickup,10,8,9,1,20,Friday,0,467
89,313,Pickup,14,4,22,8,81,Wednesday,0,309
197,460,MiniTruck,15,11,25,1,90,Wednesday,0,1608
106,923,Pickup,12,11,5,7,68,Tuesday,1,854
21,452,Tractor,14,12,9,9,54,Thursday,0,194
18,206,Tractor,10,7,20,8,99,Thursday,1,168
180,657,Pickup,9,14,0,3,26,Friday,0,1768
48,124,MiniTruck,10,8,22,8,21,Tuesday,0,299
39,35,Pickup,9,14,13,5,83,Wednesday,1,449
179,830,Truck,11,6,26,3,27,Wednesday,1,823
19,576,Pickup,8,10,28,5,68,Monday,0,208
197,751,Tractor,12,18,7,1,45,Thursday,0,2515
134,701,Tractor,13,16,21,5,61,Tuesday,0,1558
191,979,Truck,10,19,20,5,45,Wednesday,0,2587
171,243,Truck,9,17,10,1,41,Wednesday,0,2072
102,828,Tractor,6,5,18,8,96,Tuesday,1,432
198,111,Tractor,8,19,2,10,63,Saturday,0,2638
16,384,Tractor,17,7,4,8,49,Wednesday,1,101
113,770,Tractor,6,16,11,3,52,Monday,1,1319
181,468,MiniTruck,14,19,6,10,43,Friday,1,2425
83,769,Pickup,10,9,2,9,39,Thursday,1,534
68,574,MiniTruck,13,4,24,9,68,Saturday,0,245
5,654,MiniTruck,18,11,10,2,88,Thursday,0,96
135,719,Pickup,18,8,19,5,61,Thursday,1,824
29,118,Truck,6,8,5,1,45,Monday,1,206
50,121,Truck,15,16,21,8,87,Friday,1,636
13,395,Tractor,15,6,0,4,82,Monday,1,98
164,82,MiniTruck,14,17,26,6,27,Friday,1,2014
136,61,Truck,19,13,2,4,86,Monday,0,1272
186,256,Pickup,9,10,16,4,92,Saturday,0,1368
143,787,Pickup,17,7,24,10,65,Saturday,1,766
180,701,Pickup,20,7,5,3,90,Thursday,1,943
169,181,Pickup,20,15,28,6,90,Wednesday,1,1872
106,802,Pickup,19,14,19,4,92,Friday,0,1110
97,804,MiniTruck,11,18,14,7,20,Saturday,0,1239
73,630,Truck,14,8,28,5,20,Wednesday,0,459
55,896,MiniTruck,6,12,29,9,85,Friday,0,535
25,58,Pickup,11,8,4,5,66,Friday,0,166
60,282,MiniTruck,7,16,18,4,29,Saturday,1,725
124,197,Pickup,19,7,19,5,24,Saturday,1,657
21,818,Truck,20,14,11,7,73,Monday,0,243
192,688,Truck,16,16,1,5,87,Monday,1,2195
139,598,Tractor,11,20,22,4,39,Monday,1,2012
115,790,Truck,9,17,9,7,38,Tuesday,1,1399
22,507,Truck,14,16,8,2,71,Friday,1,306
199,734,Tractor,18,8,15,9,45,Thursday,1,1154
167,605,Tractor,14,20,7,4,29,Wednesday,1,2369
83,721,Truck,7,17,13,6,64,Tuesday,1,1042
89,628,Truck,18,13,5,6,98,Thursday,0,850
113,65,Tractor,9,15,4,2,34,Saturday,0,1205
63,991,Tractor,19,13,0,6,34,Wednesday,1,587
121,43,MiniTruck,9,10,6,9,86,Wednesday,1,890
160,767,Tractor,17,4,12,10,87,Monday,1,500
44,81,MiniTruck,9,12,1,8,21,Monday,1,373
170,297,MiniTruck,19,7,0,5,69,Tuesday,1,867
131,746,Truck,20,14,15,10,88,Monday,0,1327
51,532,Pickup,14,4,1,4,87,Wednesday,1,191
126,422,Tractor,6,15,21,6,65,Saturday,1,1394
61,533,MiniTruck,18,5,20,5,69,Monday,1,288
58,175,MiniTruck,20,16,21,3,31,Saturday,1,713
134,714,Tractor,12,11,18,3,74,Wednesday,1,1110
115,575,Tractor,9,8,18,9,45,Tuesday,1,690
177,742,Tractor,12,8,20,10,40,Wednesday,0,1021
143,565,Truck,8,14,26,3,23,Wednesday,1,1470
106,330,Pickup,17,12,4,4,33,Tuesday,0,902
7,800,MiniTruck,15,11,19,4,49,Saturday,0,104
92,101,Pickup,8,20,27,10,80,Saturday,1,1367
48,892,Pickup,13,19,4,3,44,Tuesday,0,659
105,802,Truck,20,12,30,7,48,Saturday,0,945
194,229,Truck,8,18,27,10,82,Saturday,1,2524
118,928,Tractor,12,16,24,1,97,Saturday,1,1430
185,340,Pickup,15,20,20,1,86,Monday,1,2685
117,866,Truck,20,11,16,9,70,Saturday,0,940
143,416,Truck,9,13,14,7,58,Wednesday,1,1352
43,452,MiniTruck,15,5,22,9,38,Thursday,1,201
24,759,Truck,8,8,12,7,61,Thursday,0,167
46,484,Tractor,20,18,2,5,61,Saturday,0,599
184,770,Truck,7,7,22,8,66,Monday,1,969
187,830,Tractor,12,16,1,3,62,Friday,0,2118
42,909,Tractor,8,5,13,5,59,Saturday,1,202
74,661,Tractor,7,8,30,4,20,Friday,1,487
4,489,Pickup,19,19,17,1,97,Thursday,0,132
56,622,Pickup,13,17,14,2,96,Friday,0,736
63,923,MiniTruck,15,10,1,3,38,Monday,1,468
10,168,Truck,16,13,10,2,26,Monday,1,133
46,185,MiniTruck,15,9,30,8,94,Wednesday,0,372
24,806,MiniTruck,11,15,28,7,28,Thursday,0,301
75,502,Tractor,7,12,10,9,72,Friday,0,659
179,234,Truck,7,20,2,8,97,Saturday,1,2549
110,643,MiniTruck,10,20,18,10,65,Tuesday,1,1593
134,766,Pickup,13,9,28,10,49,Saturday,1,909
50,21,Truck,6,18,20,2,46,Friday,1,702
106,66,MiniTruck,11,10,0,4,56,Wednesday,0,758
79,327,MiniTruck,18,4,3,6,63,Thursday,0,240
45,218,MiniTruck,19,14,29,8,80,Monday,0,515
124,179,Pickup,20,14,14,7,27,Friday,1,1250
145,762,MiniTruck,14,4,6,10,62,Wednesday,0,419
39,307,Truck,11,16,20,9,41,Friday,1,485
48,629,Truck,19,13,22,6,24,Wednesday,1,489
23,528,Tractor,11,18,26,5,47,Friday,1,365
45,134,MiniTruck,18,5,24,4,31,Thursday,0,209
124,946,Tractor,9,14,29,8,87,Wednesday,1,1307
37,807,Truck,19,20,21,3,46,Saturday,0,574
118,416,Truck,6,13,29,1,96,Monday,1,1191
120,930,Truck,7,20,24,5,22,Friday,1,1739
164,933,Tractor,11,10,6,5,55,Friday,1,1187
198,471,Truck,10,8,5,5,34,Monday,0,1120
53,575,MiniTruck,14,14,8,3,56,Friday,0,554
44,92,MiniTruck,15,14,17,8,26,Tuesday,0,454
121,944,Truck,7,16,1,2,74,Thursday,0,1388
181,630,Pickup,15,15,9,6,45,Saturday,0,1922
194,802,Pickup,15,8,2,8,32,Thursday,1,1097
176,679,Pickup,13,11,30,4,38,Friday,1,1437
94,421,Tractor,17,14,25,6,78,Thursday,0,992
17,506,Truck,11,19,14,3,56,Wednesday,0,273
131,125,Pickup,19,7,10,9,29,Wednesday,1,664
103,624,Pickup,9,11,17,3,81,Thursday,0,858
88,233,Pickup,18,17,18,6,89,Saturday,0,1109
45,698,Truck,17,19,3,10,96,Thursday,1,637
143,119,Pickup,8,13,30,7,28,Friday,0,1354
176,853,Pickup,11,19,20,1,31,Tuesday,0,2393
149,944,Truck,18,8,21,3,77,Friday,1,920
100,650,Pickup,9,10,21,6,58,Friday,1,768
112,755,MiniTruck,7,4,19,9,71,Tuesday,1,375
16,398,Truck,6,15,3,5,23,Tuesday,1,185
180,624,Pickup,16,14,22,7,71,Thursday,1,1837
140,236,Tractor,13,8,6,9,69,Wednesday,1,818
40,315,Tractor,8,4,2,1,38,Saturday,1,147
169,467,Tractor,7,8,20,7,78,Saturday,1,1019
160,204,Pickup,14,17,17,8,69,Wednesday,0,1948
48,454,Truck,15,19,27,4,84,Wednesday,1,737
140,610,MiniTruck,6,5,18,8,67,Monday,1,550
177,101,Tractor,17,20,27,5,79,Friday,0,2556
134,931,Truck,9,19,20,2,89,Friday,1,1875
157,74,MiniTruck,14,4,15,8,85,Thursday,1,503
108,381,MiniTruck,10,9,1,10,58,Saturday,1,696
16,664,Pickup,15,9,18,1,57,Saturday,0,162
74,516,Truck,8,20,2,5,52,Tuesday,1,1066
71,898,MiniTruck,6,7,19,3,95,Saturday,0,424
169,477,MiniTruck,18,9,8,4,82,Tuesday,0,1109
88,106,Tractor,15,8,26,8,72,Thursday,0,556
170,470,Tractor,9,15,1,5,34,Monday,0,1789
119,428,Pickup,10,19,23,9,49,Thursday,1,1641
122,288,Tractor,14,17,0,5,77,Thursday,1,1490
136,719,Truck,7,15,30,7,98,Saturday,1,1531
86,296,MiniTruck,18,7,8,10,70,Thursday,0,442
188,708,Tractor,14,14,21,3,60,Friday,0,1905
173,28,Truck,6,17,3,9,33,Saturday,1,2069
90,244,MiniTruck,10,10,1,1,99,Monday,0,678
153,692,Tractor,15,7,22,2,31,Friday,0,803
97,692,Tractor,20,7,22,3,52,Wednesday,1,551
170,978,Truck,16,18,29,5,74,Saturday,1,2237
66,185,Truck,10,5,12,7,62,Monday,1,280
68,202,Pickup,7,19,29,4,98,Thursday,0,999
166,523,Truck,8,17,6,10,33,Thursday,1,1988
27,55,Truck,7,12,24,8,22,Thursday,0,261
168,675,Truck,20,5,21,7,54,Tuesday,1,651
101,608,Truck,14,19,15,7,71,Saturday,0,1387
139,251,Truck,12,19,3,10,88,Wednesday,1,1883
175,330,Pickup,6,6,11,9,63,Monday,1,776
195,804,MiniTruck,16,10,5,9,25,Thursday,0,1360
77,732,Pickup,20,7,20,6,82,Monday,1,455
189,214,Tractor,6,10,0,10,50,Thursday,1,1333
17,831,MiniTruck,13,18,30,1,24,Wednesday,0,283
87,826,Truck,12,7,6,9,78,Saturday,0,450
190,613,Tractor,20,6,1,3,82,Saturday,0,832
121,948,Truck,9,8,0,3,100,Monday,1,733
25,487,Tractor,19,6,26,2,34,Thursday,0,168
17,843,Tractor,12,14,25,7,61,Monday,0,226
83,876,Tractor,18,5,18,3,62,Monday,0,348
71,164,Pickup,8,15,17,3,76,Tuesday,0,808
35,122,Pickup,18,9,0,8,30,Monday,0,211
46,968,Truck,17,13,13,8,36,Tuesday,0,438
164,297,Pickup,12,11,30,3,98,Saturday,0,1362
153,204,Pickup,15,6,20,5,64,Thursday,0,699
143,261,Tractor,7,20,3,10,66,Friday,0,2010
119,808,Tractor,10,5,6,2,39,Saturday,1,457
128,200,Tractor,16,5,1,6,56,Tuesday,1,475
65,362,Pickup,6,7,23,1,88,Tuesday,0,405
8,516,Truck,7,11,23,8,95,Friday,1,146
108,223,MiniTruck,9,7,10,4,32,Tuesday,1,568
52,404,Tractor,7,19,18,8,26,Thursday,0,716
56,970,Pickup,8,16,11,3,78,Saturday,0,679
162,387,MiniTruck,9,14,4,1,92,Monday,1,1653
35,133,Pickup,13,17,5,6,48,Wednesday,0,432
164,995,Tractor,15,11,2,7,86,Thursday,0,1288
152,504,Pickup,10,4,23,7,51,Tuesday,1,491
112,613,Tractor,20,8,29,10,20,Thursday,0,665
11,501,Truck,12,20,12,8,32,Thursday,1,185
62,105,Truck,17,17,30,4,36,Wednesday,1,818
62,683,Truck,6,19,21,5,40,Saturday,1,886
147,785,Truck,13,18,24,3,71,Tuesday,1,1941
161,495,Truck,19,6,12,6,87,Monday,1,740
110,790,MiniTruck,17,10,25,2,99,Wednesday,0,863
132,988,MiniTruck,20,5,3,7,66,Thursday,0,479
94,395,Tractor,16,6,17,4,37,Wednesday,0,435
139,136,Pickup,17,10,24,4,61,Wednesday,1,1054
129,716,Pickup,10,5,2,6,64,Thursday,1,484
129,559,Truck,13,13,14,10,67,Saturday,0,1205
49,933,Pickup,7,6,12,3,56,Monday,0,248
43,302,Truck,17,8,15,3,46,Friday,0,284
76,446,Tractor,13,15,13,8,22,Wednesday,0,811
17,42,Tractor,19,20,20,6,72,Friday,1,311
168,681,MiniTruck,13,20,26,9,76,Thursday,1,2430
146,155,MiniTruck,8,12,7,8,67,Wednesday,0,1249
38,381,MiniTruck,13,9,19,3,88,Wednesday,0,312
45,879,Tractor,8,11,3,1,60,Friday,0,379
113,286,MiniTruck,8,10,17,1,60,Wednesday,0,852
96,479,Tractor,14,13,3,1,71,Thursday,0,912
118,970,MiniTruck,8,4,23,9,84,Wednesday,1,406
122,937,MiniTruck,18,8,25,10,76,Wednesday,0,741
188,510,Truck,8,7,9,1,71,Friday,0,971
115,385,Truck,11,5,19,4,94,Friday,0,475
197,304,Tractor,6,6,17,8,31,Friday,1,867
50,522,MiniTruck,15,20,30,1,66,Thursday,0,790
184,894,Pickup,11,16,11,1,56,Wednesday,1,2122
79,476,Truck,9,18,23,7,76,Wednesday,0,1058
187,939,Pickup,17,17,4,10,96,Monday,0,2251
54,330,Pickup,19,20,10,2,95,Thursday,0,817
2,439,MiniTruck,12,9,17,8,92,Tuesday,0,68
48,872,Pickup,10,19,1,5,94,Wednesday,1,687
144,777,Pickup,9,4,25,1,39,Wednesday,1,484
164,874,Pickup,7,13,13,3,82,Saturday,0,1550
8,142,MiniTruck,13,6,19,6,94,Thursday,1,115
67,663,Pickup,17,7,11,9,93,Monday,1,384
42,615,Truck,8,14,14,3,65,Tuesday,0,463
70,389,Pickup,16,15,1,5,57,Friday,0,750
132,218,Tractor,18,7,19,3,89,Wednesday,1,735
176,839,MiniTruck,10,15,3,9,94,Wednesday,0,1873
4,160,MiniTruck,11,19,13,6,40,Monday,0,81
40,535,Tractor,19,10,25,9,98,Saturday,0,352
107,491,Truck,7,8,29,1,81,Wednesday,1,709
177,391,Tractor,19,18,28,10,86,Wednesday,0,2299
182,331,Truck,17,7,7,3,38,Saturday,0,915
79,148,Tractor,8,6,13,2,29,Monday,1,381
194,461,Truck,9,7,1,9,95,Monday,1,988
31,950,MiniTruck,6,6,9,1,32,Monday,0,161
151,942,Tractor,8,15,0,2,38,Saturday,1,1613
149,376,MiniTruck,8,20,24,10,50,Friday,0,2129
26,859,Truck,14,10,22,4,56,Tuesday,0,242
186,121,Tractor,20,20,27,8,66,Saturday,0,2667
113,709,Truck,8,15,12,7,47,Friday,0,1213
105,135,MiniTruck,7,18,3,9,37,Thursday,1,1335
181,315,Truck,7,14,15,2,69,Wednesday,1,1847
154,773,MiniTruck,16,18,7,9,72,Wednesday,1,1978
49,897,Truck,20,19,30,6,42,Monday,1,729
173,127,Pickup,13,20,21,2,35,Tuesday,1,2490
103,731,Truck,17,9,2,6,45,Wednesday,0,657
153,884,Pickup,7,11,26,7,83,Wednesday,1,1265
194,828,Pickup,11,19,21,10,71,Thursday,1,2642
38,806,Pickup,7,7,8,8,83,Tuesday,0,219
8,121,Truck,19,6,15,1,42,Thursday,1,96
40,330,Truck,18,6,21,9,83,Thursday,0,224
76,697,Pickup,13,20,8,9,63,Friday,0,1084
196,52,Pickup,20,7,12,8,60,Thursday,1,1005
118,56,Truck,8,13,28,3,82,Thursday,0,1161
80,752,Pickup,13,7,18,8,90,Saturday,1,464
122,595,Tractor,14,5,12,5,83,Friday,1,492
158,712,MiniTruck,18,13,10,1,23,Friday,0,1466
33,877,MiniTruck,11,4,24,6,68,Monday,1,171
89,385,Pickup,11,5,21,4,51,Tuesday,1,382
152,106,Truck,19,13,3,6,41,Monday,1,1406
10,491,Pickup,15,20,28,7,54,Monday,1,217
151,42,MiniTruck,12,16,10,10,32,Thursday,0,1697
177,711,Tractor,11,19,16,6,41,Friday,1,2403
94,466,Tractor,13,6,26,9,47,Wednesday,1,458
13,324,Pickup,18,11,19,2,94,Monday,1,194
70,88,Pickup,12,10,11,2,58,Friday,1,550
111,699,MiniTruck,9,17,12,5,99,Friday,1,1394
172,801,Tractor,20,4,20,9,43,Friday,1,531
55,696,Pickup,10,17,29,10,100,Monday,0,732
94,493,Tractor,9,8,23,5,75,Thursday,1,609
17,669,Tractor,19,17,8,5,40,Wednesday,0,223
104,264,Truck,8,10,0,4,59,Thursday,1,760
144,466,Pickup,16,5,6,3,54,Tuesday,0,534
67,828,MiniTruck,16,9,20,1,82,Monday,0,500
22,341,MiniTruck,19,6,28,7,66,Saturday,0,160
102,985,Tractor,9,7,18,9,35,Friday,1,541
128,925,Truck,9,7,24,6,62,Friday,1,703
192,781,Tractor,20,17,6,3,33,Tuesday,0,2304
71,470,Pickup,10,5,15,9,67,Saturday,0,285
82,578,Pickup,13,11,30,5,38,Wednesday,1,710
184,396,MiniTruck,6,5,26,1,50,Wednesday,1,733
80,674,MiniTruck,20,7,17,4,76,Thursday,0,452
101,969,MiniTruck,10,6,29,4,58,Tuesday,0,499
113,666,MiniTruck,20,17,25,1,55,Monday,1,1434
121,774,Pickup,20,14,22,7,32,Tuesday,1,1239
130,87,MiniTruck,12,14,14,1,26,Saturday,0,1312
162,474,Tractor,6,16,6,5,60,Friday,0,1841
29,181,Tractor,14,8,27,10,72,Wednesday,1,237
123,914,Tractor,10,9,21,10,61,Wednesday,0,817
22,444,MiniTruck,8,16,28,7,93,Tuesday,0,327
6,965,Tractor,20,6,14,4,53,Saturday,0,67
13,430,Pickup,15,12,4,2,67,Tuesday,0,144
4,755,Pickup,18,18,26,8,35,Tuesday,0,95
49,988,MiniTruck,10,19,12,3,75,Tuesday,0,704
73,764,Tractor,12,9,13,3,23,Wednesday,1,503
61,652,Pickup,20,11,11,10,78,Monday,0,500
121,156,MiniTruck,17,16,21,4,69,Saturday,1,1434
189,631,MiniTruck,7,7,17,1,26,Wednesday,0,970
121,950,MiniTruck,15,5,0,5,84,Friday,1,465
78,424,MiniTruck,8,5,18,3,53,Tuesday,1,341
87,918,Pickup,8,6,10,9,75,Tuesday,1,410
30,340,Truck,8,19,27,5,66,Thursday,1,486
68,647,MiniTruck,14,14,13,3,60,Saturday,1,728
196,992,Tractor,14,18,1,4,39,Monday,0,2479
47,56,Pickup,10,9,22,8,75,Monday,1,368
11,472,MiniTruck,17,19,14,8,34,Saturday,0,167
32,377,Truck,9,13,5,3,85,Wednesday,0,334
150,24,Tractor,12,6,7,8,32,Wednesday,0,636
73,717,Truck,12,15,18,2,61,Tuesday,0,827
21,491,Pickup,13,12,19,1,62,Monday,1,257
84,990,Tractor,9,5,25,5,61,Monday,0,359
141,994,Pickup,7,16,8,3,50,Thursday,0,1611
6,892,Tractor,8,16,24,7,56,Saturday,0,122
31,325,Pickup,18,17,23,5,97,Tuesday,1,463
171,118,MiniTruck,14,10,15,8,69,Thursday,1,1252
145,634,Pickup,7,17,25,6,98,Tuesday,1,1821
162,456,Truck,6,20,10,8,48,Saturday,0,2288
127,559,Truck,10,18,13,2,81,Wednesday,0,1660
33,720,MiniTruck,19,11,16,7,57,Friday,0,293
142,98,Truck,14,7,16,7,72,Monday,1,757
170,757,MiniTruck,11,12,18,2,84,Monday,0,1500
190,697,Pickup,8,9,26,7,25,Monday,1,1255
181,324,MiniTruck,15,18,24,8,99,Wednesday,1,2369
48,236,Tractor,7,12,27,2,75,Friday,0,488
2,424,Truck,6,9,20,8,78,Saturday,1,82
169,782,Pickup,10,15,22,7,58,Monday,0,1826
35,34,Tractor,7,4,22,4,23,Tuesday,1,156
167,168,Tractor,12,10,2,5,79,Tuesday,1,1212
109,42,Truck,8,8,23,8,82,Thursday,0,673
116,619,Tractor,9,13,18,7,26,Wednesday,0,1083
27,665,Pickup,12,19,23,10,96,Saturday,1,438
10,519,Pickup,13,20,18,10,82,Tuesday,0,187
136,39,Pickup,15,14,17,2,54,Saturday,1,1402
122,139,Pickup,15,15,14,7,22,Tuesday,1,1314
186,216,Pickup,11,18,7,9,48,Friday,1,2369
155,893,Pickup,8,13,23,7,73,Saturday,1,1487
121,838,Tractor,15,10,9,2,81,Tuesday,0,899
52,180,Pickup,7,17,30,8,58,Tuesday,0,683
143,68,Truck,11,12,11,3,42,Friday,0,1235
17,365,Pickup,7,11,3,9,48,Thursday,1,148
88,823,MiniTruck,18,5,24,9,54,Tuesday,0,356
181,71,Pickup,18,18,30,2,33,Friday,0,2351
144,62,Truck,8,7,27,4,66,Tuesday,1,795
182,472,Pickup,17,7,4,6,62,Tuesday,0,912
52,469,Pickup,18,4,7,8,63,Wednesday,0,167
22,292,MiniTruck,17,17,11,4,39,Friday,1,306
59,161,Pickup,12,17,28,8,86,Saturday,1,792
8,473,Tractor,18,4,22,9,28,Monday,1,68
81,431,Tractor,12,5,12,1,39,Friday,0,324
162,750,MiniTruck,12,16,28,9,58,Saturday,1,1887
89,28,MiniTruck,20,20,19,3,71,Thursday,0,1310
140,659,Pickup,17,15,28,7,45,Wednesday,0,1527
10,570,MiniTruck,12,8,16,9,56,Tuesday,0,89
131,585,MiniTruck,14,14,24,3,22,Monday,1,1348
62,872,MiniTruck,17,17,16,2,27,Wednesday,1,792
161,539,MiniTruck,7,5,24,2,77,Wednesday,0,644
117,367,Tractor,18,11,11,5,56,Saturday,0,935
183,406,Tractor,7,14,16,10,44,Wednesday,1,1832
26,170,Pickup,19,17,2,2,27,Thursday,0,320
122,239,Pickup,7,15,21,9,71,Friday,1,1346
68,618,Pickup,16,17,14,8,73,Tuesday,0,849
130,150,Pickup,17,18,4,9,87,Monday,0,1662
117,504,Truck,17,9,30,9,67,Monday,1,818
29,143,MiniTruck,15,13,1,9,39,Monday,1,273
79,403,MiniTruck,10,19,0,3,38,Friday,1,1075
13,979,MiniTruck,20,13,6,3,82,Monday,0,162
141,377,Truck,19,5,13,8,93,Wednesday,1,557
87,820,Pickup,13,8,24,3,84,Saturday,1,583
195,480,Pickup,8,14,2,10,99,Thursday,1,1949
60,941,Pickup,11,5,30,8,55,Saturday,0,273
43,744,Truck,15,13,17,2,91,Monday,0,464
159,574,Truck,15,20,6,8,84,Monday,0,2256
169,978,Tractor,6,12,25,4,51,Saturday,1,1498
22,846,MiniTruck,12,5,15,1,63,Thursday,0,135
107,44,MiniTruck,12,12,2,2,32,Friday,0,912
74,167,Tractor,10,6,4,5,72,Saturday,0,339
16,649,MiniTruck,8,4,22,1,58,Thursday,0,114
82,165,Pickup,20,14,8,7,35,Monday,0,816
62,790,Tractor,13,20,24,9,69,Monday,1,938
16,345,Pickup,14,17,2,8,23,Thursday,0,181
5,295,Truck,9,8,9,10,72,Thursday,0,52
163,532,Tractor,18,8,11,9,41,Tuesday,1,943
143,482,Truck,6,18,30,10,57,Saturday,0,1860
1,81,Pickup,10,12,26,7,64,Saturday,0,71
150,880,MiniTruck,6,9,23,9,92,Monday,1,1025
23,424,Truck,19,8,23,9,55,Thursday,0,175
