humidity_pct,wind_kmh,temp_c,rain_risk_pct,recommended_action
61,9,33,88,stop unloading and alert operators
48,32,22,29,monitor tarpaulin
64,7,23,13,normal unloading
60,25,29,17,normal unloading
64,10,40,86,stop unloading and alert operators
49,6,36,72,cover open yard
40,12,34,44,prepare covers
86,15,40,95,stop unloading and alert operators
49,28,39,87,stop unloading and alert operators
68,15,22,12,normal unloading
48,9,38,93,stop unloading and alert operators
64,24,33,40,prepare covers
90,10,27,35,monitor tarpaulin
81,7,27,70,cover open yard
78,20,20,84,stop unloading and alert operators
59,15,36,77,cover open yard
72,14,32,37,monitor tarpaulin
81,5,27,63,cover open yard
64,9,27,63,cover open yard
80,6,36,1,normal unloading
63,22,24,49,prepare covers
95,28,31,69,cover open yard
83,13,35,98,stop unloading and alert operators
44,3,38,8,normal unloading
40,18,26,5,normal unloading
43,27,36,36,monitor tarpaulin
80,34,33,54,prepare covers
84,27,22,81,stop unloading and alert operators
74,11,28,10,normal unloading
59,7,36,26,monitor tarpaulin
91,11,37,41,prepare covers
65,6,29,89,stop unloading and alert operators
67,17,21,31,monitor tarpaulin
45,29,23,58,prepare covers
79,5,29,85,stop unloading and alert operators
87,13,23,1,normal unloading
85,10,20,20,monitor tarpaulin
71,24,36,66,cover open yard
90,18,25,47,prepare covers
48,19,23,98,stop unloading and alert operators
41,23,33,34,monitor tarpaulin
73,6,28,91,stop unloading and alert operators
76,6,35,58,prepare covers
72,25,21,63,cover open yard
94,12,31,20,monitor tarpaulin
56,8,38,86,stop unloading and alert operators
86,9,27,94,stop unloading and alert operators
72,2,21,1,normal unloading
55,4,35,46,prepare covers
64,11,25,4,normal unloading
75,28,27,41,prepare covers
55,28,30,34,monitor tarpaulin
92,6,38,47,prepare covers
47,34,21,22,monitor tarpaulin
54,35,21,51,prepare covers
44,31,29,99,stop unloading and alert operators
94,21,30,11,normal unloading
75,31,20,47,prepare covers
52,20,38,100,stop unloading and alert operators
59,17,34,47,prepare covers
77,33,26,93,stop unloading and alert operators
74,17,24,0,normal unloading
66,3,27,69,cover open yard
62,2,30,0,normal unloading
88,26,29,13,normal unloading
53,35,27,53,prepare covers
71,5,24,91,stop unloading and alert operators
57,7,21,29,monitor tarpaulin
94,35,33,89,stop unloading and alert operators
63,31,22,74,cover open yard
46,34,24,81,stop unloading and alert operators
92,27,22,75,cover open yard
76,5,33,84,stop unloading and alert operators
48,17,29,33,monitor tarpaulin
94,22,32,89,stop unloading and alert operators
93,22,30,57,prepare covers
57,16,22,25,monitor tarpaulin
48,8,24,13,normal unloading
50,30,34,40,prepare covers
66,9,37,45,prepare covers
89,15,34,39,monitor tarpaulin
69,18,23,11,normal unloading
50,21,39,5,normal unloading
53,22,24,11,normal unloading
85,17,31,50,prepare covers
72,5,29,33,monitor tarpaulin
92,13,20,51,prepare covers
94,30,37,95,stop unloading and alert operators
75,17,23,59,prepare covers
46,10,23,1,normal unloading
43,16,24,25,monitor tarpaulin
92,27,31,87,stop unloading and alert operators
80,7,38,75,cover open yard
56,6,20,8,normal unloading
52,30,24,11,normal unloading
94,23,23,5,normal unloading
69,5,25,73,cover open yard
67,27,35,3,normal unloading
64,29,25,45,prepare covers
53,13,28,35,monitor tarpaulin
68,11,21,78,cover open yard
79,17,40,37,monitor tarpaulin
71,28,37,61,cover open yard
43,7,28,49,prepare covers
48,28,26,82,stop unloading and alert operators
91,35,27,80,stop unloading and alert operators
91,3,32,100,stop unloading and alert operators
85,24,35,69,cover open yard
90,33,31,72,cover open yard
72,22,32,34,monitor tarpaulin
51,3,30,76,cover open yard
54,3,28,7,normal unloading
91,32,36,45,prepare covers
89,16,25,12,normal unloading
55,17,28,68,cover open yard
92,5,27,73,cover open yard
94,26,31,22,monitor tarpaulin
51,17,38,40,prepare covers
91,24,38,3,normal unloading
85,24,38,72,cover open yard
49,14,35,69,cover open yard
59,13,35,4,normal unloading
45,5,27,77,cover open yard
54,3,36,61,cover open yard
40,23,39,25,monitor tarpaulin
91,10,30,91,stop unloading and alert operators
51,22,21,2,normal unloading
49,11,23,67,cover open yard
95,25,22,47,prepare covers
85,27,38,12,normal unloading
61,21,30,17,normal unloading
50,29,40,62,cover open yard
81,22,25,90,stop unloading and alert operators
75,24,27,85,stop unloading and alert operators
77,13,32,39,monitor tarpaulin
86,20,24,22,monitor tarpaulin
86,2,38,50,prepare covers
94,4,25,77,cover open yard
60,16,40,72,cover open yard
46,33,24,42,prepare covers
87,6,27,44,prepare covers
60,12,40,11,normal unloading
92,23,34,1,normal unloading
56,15,27,88,stop unloading and alert operators
44,24,28,100,stop unloading and alert operators
46,2,21,49,prepare covers
68,28,25,52,prepare covers
71,26,31,69,cover open yard
64,8,35,100,stop unloading and alert operators
95,16,25,57,prepare covers
44,4,29,2,normal unloading
60,18,23,9,normal unloading
61,12,32,20,monitor tarpaulin
86,6,37,11,normal unloading
61,32,20,55,prepare covers
81,12,39,55,prepare covers
50,5,23,42,prepare covers
53,14,33,89,stop unloading and alert operators
75,18,29,38,monitor tarpaulin
55,8,21,50,prepare covers
76,33,24,6,normal unloading
63,2,33,11,normal unloading
58,32,26,12,normal unloading
41,15,25,81,stop unloading and alert operators
58,7,35,14,normal unloading
59,27,35,62,cover open yard
82,18,22,82,stop unloading and alert operators
74,26,25,47,prepare covers
64,25,25,57,prepare covers
42,18,34,59,prepare covers
56,16,28,72,cover open yard
43,11,23,10,normal unloading
82,24,37,52,prepare covers
88,16,37,7,normal unloading
93,26,36,53,prepare covers
74,32,38,30,monitor tarpaulin
70,21,22,50,prepare covers
94,4,36,73,cover open yard
73,11,23,96,stop unloading and alert operators
68,13,25,27,monitor tarpaulin
91,14,24,5,normal unloading
67,7,33,25,monitor tarpaulin
92,11,39,33,monitor tarpaulin
60,6,22,49,prepare covers
75,27,37,41,prepare covers
94,19,36,58,prepare covers
95,2,39,75,cover open yard
73,28,23,53,prepare covers
49,11,38,75,cover open yard
77,8,23,72,cover open yard
89,8,29,68,cover open yard
62,28,28,49,prepare covers
81,33,38,77,cover open yard
70,4,25,35,monitor tarpaulin
65,11,39,77,cover open yard
83,27,21,50,prepare covers
61,17,21,95,stop unloading and alert operators
70,19,31,2,normal unloading
61,21,29,35,monitor tarpaulin
93,33,23,29,monitor tarpaulin
48,21,34,99,stop unloading and alert operators
92,22,28,93,stop unloading and alert operators
66,7,26,56,prepare covers
53,28,35,97,stop unloading and alert operators
73,25,21,65,cover open yard
90,12,22,39,monitor tarpaulin
85,34,32,17,normal unloading
89,35,38,3,normal unloading
51,14,26,7,normal unloading
55,4,34,6,normal unloading
63,14,28,47,prepare covers
92,31,36,50,prepare covers
80,9,20,30,monitor tarpaulin
63,33,39,57,prepare covers
51,32,38,70,cover open yard
62,24,25,33,monitor tarpaulin
87,7,29,3,normal unloading
64,5,25,73,cover open yard
89,15,27,82,stop unloading and alert operators
54,15,28,83,stop unloading and alert operators
66,34,20,99,stop unloading and alert operators
89,2,35,16,normal unloading
81,13,39,1,normal unloading
54,18,39,39,monitor tarpaulin
85,19,33,48,prepare covers
94,24,34,32,monitor tarpaulin
53,31,29,86,stop unloading and alert operators
73,27,38,13,normal unloading
40,34,31,71,cover open yard
81,20,29,87,stop unloading and alert operators
46,32,22,43,prepare covers
57,22,28,33,monitor tarpaulin
81,21,26,19,normal unloading
73,17,21,76,cover open yard
65,22,24,92,stop unloading and alert operators
41,33,29,33,monitor tarpaulin
66,27,32,94,stop unloading and alert operators
42,14,30,92,stop unloading and alert operators
85,16,37,81,stop unloading and alert operators
90,32,31,64,cover open yard
59,12,37,23,monitor tarpaulin
58,8,35,16,normal unloading
87,18,37,97,stop unloading and alert operators
51,23,40,11,normal unloading
54,24,27,95,stop unloading and alert operators
95,21,33,100,stop unloading and alert operators
61,25,28,74,cover open yard
58,31,23,60,cover open yard
43,6,35,24,monitor tarpaulin
72,9,32,67,cover open yard
59,28,21,19,normal unloading
48,14,30,52,prepare covers
76,31,24,40,prepare covers
95,13,22,62,cover open yard
61,13,30,81,stop unloading and alert operators
43,2,34,35,monitor tarpaulin
53,12,38,97,stop unloading and alert operators
50,33,22,16,normal unloading
79,29,40,54,prepare covers
65,29,35,49,prepare covers
40,4,37,25,monitor tarpaulin
86,25,20,41,prepare covers
88,35,26,2,normal unloading
83,2,40,93,stop unloading and alert operators
55,16,31,39,monitor tarpaulin
48,8,32,64,cover open yard
77,21,25,8,normal unloading
92,4,29,37,monitor tarpaulin
69,35,39,67,cover open yard
61,29,24,43,prepare covers
71,24,26,21,monitor tarpaulin
91,27,20,29,monitor tarpaulin
54,10,26,93,stop unloading and alert operators
41,34,25,15,normal unloading
63,4,32,81,stop unloading and alert operators
56,5,39,6,normal unloading
82,8,40,2,normal unloading
43,9,33,56,prepare covers
64,9,37,32,monitor tarpaulin
70,11,26,88,stop unloading and alert operators
83,2,29,53,prepare covers
82,8,36,34,monitor tarpaulin
79,10,33,13,normal unloading
72,9,29,14,normal unloading
90,8,35,25,monitor tarpaulin
78,14,28,66,cover open yard
52,24,33,37,monitor tarpaulin
50,4,37,63,cover open yard
53,32,30,30,monitor tarpaulin
40,2,22,14,normal unloading
93,33,24,11,normal unloading
89,34,22,92,stop unloading and alert operators
86,8,28,82,stop unloading and alert operators
54,31,29,33,monitor tarpaulin
69,5,23,22,monitor tarpaulin
95,4,29,46,prepare covers
91,22,33,94,stop unloading and alert operators
47,8,21,1,normal unloading
94,10,40,21,monitor tarpaulin
61,24,34,79,cover open yard
57,7,31,43,prepare covers
51,9,32,51,prepare covers
69,19,32,88,stop unloading and alert operators
94,32,33,83,stop unloading and alert operators
91,12,23,16,normal unloading
84,5,25,13,normal unloading
66,32,38,86,stop unloading and alert operators
68,13,39,48,prepare covers
89,24,39,3,normal unloading
95,10,35,62,cover open yard
47,28,34,5,normal unloading
44,18,40,40,prepare covers
40,35,38,92,stop unloading and alert operators
76,16,30,66,cover open yard
73,8,33,84,stop unloading and alert operators
86,17,35,44,prepare covers
82,26,24,71,cover open yard
79,5,20,82,stop unloading and alert operators
50,34,35,63,cover open yard
95,12,22,96,stop unloading and alert operators
71,22,27,42,prepare covers
57,5,36,28,monitor tarpaulin
75,26,32,30,monitor tarpaulin
45,31,34,73,cover open yard
68,7,35,57,prepare covers
60,9,35,95,stop unloading and alert operators
81,3,23,51,prepare covers
66,4,37,70,cover open yard
40,7,39,79,cover open yard
80,21,36,71,cover open yard
53,31,30,46,prepare covers
92,5,27,58,prepare covers
61,32,31,91,stop unloading and alert operators
68,9,23,97,stop unloading and alert operators
82,16,20,43,prepare covers
62,20,37,66,cover open yard
63,8,21,21,monitor tarpaulin
71,10,33,13,normal unloading
56,14,26,15,normal unloading
94,27,26,58,prepare covers
92,14,30,13,normal unloading
88,28,21,81,stop unloading and alert operators
93,9,34,58,prepare covers
82,34,24,63,cover open yard
40,35,21,70,cover open yard
67,32,36,99,stop unloading and alert operators
51,13,24,13,normal unloading
64,22,36,49,prepare covers
66,17,28,50,prepare covers
61,20,34,17,normal unloading
48,28,39,89,stop unloading and alert operators
87,34,29,89,stop unloading and alert operators
75,22,37,80,stop unloading and alert operators
53,14,26,79,cover open yard
85,20,31,86,stop unloading and alert operators
48,13,36,69,cover open yard
84,22,23,97,stop unloading and alert operators
62,32,38,73,cover open yard
82,28,37,36,monitor tarpaulin
94,29,20,66,cover open yard
46,3,32,18,normal unloading
43,5,26,34,monitor tarpaulin
88,12,29,87,stop unloading and alert operators
56,11,21,88,stop unloading and alert operators
90,20,26,96,stop unloading and alert operators
74,4,31,57,prepare covers
46,16,40,71,cover open yard
64,17,36,100,stop unloading and alert operators
90,20,21,48,prepare covers
64,28,30,70,cover open yard
43,2,28,25,monitor tarpaulin
79,30,27,81,stop unloading and alert operators
85,25,38,69,cover open yard
87,14,26,37,monitor tarpaulin
68,13,22,23,monitor tarpaulin
51,34,23,48,prepare covers
42,29,28,71,cover open yard
56,10,25,74,cover open yard
94,18,20,42,prepare covers
69,11,21,19,normal unloading
60,5,40,78,cover open yard
93,21,35,73,cover open yard
75,24,22,100,stop unloading and alert operators
85,22,36,28,monitor tarpaulin
51,35,22,100,stop unloading and alert operators
72,12,33,69,cover open yard
74,27,22,44,prepare covers
54,15,30,42,prepare covers
63,20,26,96,stop unloading and alert operators
79,35,35,71,cover open yard
92,2,23,85,stop unloading and alert operators
62,30,27,82,stop unloading and alert operators
79,17,21,87,stop unloading and alert operators
60,26,23,49,prepare covers
56,20,20,66,cover open yard
92,25,36,65,cover open yard
68,33,21,37,monitor tarpaulin
81,14,30,65,cover open yard
45,8,25,98,stop unloading and alert operators
74,2,40,8,normal unloading
53,15,33,13,normal unloading
53,29,40,9,normal unloading
87,11,20,58,prepare covers
85,23,21,11,normal unloading
44,5,25,32,monitor tarpaulin
75,6,38,29,monitor tarpaulin
56,28,32,57,prepare covers
80,27,33,40,prepare covers
41,26,23,68,cover open yard
40,6,38,5,normal unloading
84,6,31,64,cover open yard
46,20,29,77,cover open yard
45,20,34,48,prepare covers
65,3,35,20,monitor tarpaulin
74,16,24,95,stop unloading and alert operators
65,20,40,18,normal unloading
59,25,20,70,cover open yard
95,11,23,5,normal unloading
40,27,37,70,cover open yard
45,21,26,95,stop unloading and alert operators
87,24,26,52,prepare covers
81,34,24,20,monitor tarpaulin
51,16,39,32,monitor tarpaulin
52,9,25,85,stop unloading and alert operators
91,5,37,59,prepare covers
81,6,29,85,stop unloading and alert operators
44,18,23,25,monitor tarpaulin
86,33,30,45,prepare covers
48,17,23,36,monitor tarpaulin
79,6,26,40,prepare covers
71,30,30,78,cover open yard
82,21,38,19,normal unloading
76,25,30,54,prepare covers
50,2,30,31,monitor tarpaulin
90,16,40,55,prepare covers
57,25,24,86,stop unloading and alert operators
86,23,35,59,prepare covers
68,24,29,62,cover open yard
75,8,25,82,stop unloading and alert operators
78,7,28,17,normal unloading
74,14,28,93,stop unloading and alert operators
80,6,22,2,normal unloading
94,34,40,3,normal unloading
92,27,38,27,monitor tarpaulin
42,18,37,69,cover open yard
70,11,31,50,prepare covers
54,20,24,59,prepare covers
72,34,22,50,prepare covers
63,34,20,84,stop unloading and alert operators
55,12,36,17,normal unloading
68,12,25,72,cover open yard
76,11,35,45,prepare covers
42,16,35,29,monitor tarpaulin
44,18,31,29,monitor tarpaulin
42,15,36,46,prepare covers
64,32,34,5,normal unloading
42,22,23,90,stop unloading and alert operators
73,19,28,74,cover open yard
74,13,32,83,stop unloading and alert operators
64,25,38,83,stop unloading and alert operators
93,6,36,32,monitor tarpaulin
64,16,36,51,prepare covers
62,24,35,61,cover open yard
78,2,36,17,normal unloading
68,12,27,9,normal unloading
72,19,26,19,normal unloading
51,12,31,77,cover open yard
85,9,27,53,prepare covers
91,23,23,61,cover open yard
83,32,35,26,monitor tarpaulin
77,12,40,52,prepare covers
41,17,21,16,normal unloading
76,12,24,80,stop unloading and alert operators
72,4,38,18,normal unloading
43,12,28,23,monitor tarpaulin
73,27,39,72,cover open yard
80,3,29,10,normal unloading
53,30,39,60,cover open yard
95,32,25,28,monitor tarpaulin
93,28,39,18,normal unloading
90,13,39,84,stop unloading and alert operators
72,18,25,92,stop unloading and alert operators
83,23,34,76,cover open yard
77,6,27,48,prepare covers
64,10,23,2,normal unloading
52,35,36,87,stop unloading and alert operators
66,11,39,12,normal unloading
51,32,39,76,cover open yard
42,34,23,11,normal unloading
70,10,39,69,cover open yard
92,2,40,55,prepare covers
73,28,31,5,normal unloading
84,35,33,29,monitor tarpaulin
91,32,32,44,prepare covers
77,8,33,17,normal unloading
56,32,27,10,normal unloading
58,28,28,24,monitor tarpaulin
40,2,38,66,cover open yard
47,35,20,48,prepare covers
81,15,30,52,prepare covers
63,8,24,54,prepare covers
81,18,28,68,cover open yard
67,25,39,35,monitor tarpaulin
83,27,26,52,prepare covers
75,32,25,47,prepare covers
75,32,28,39,monitor tarpaulin
76,24,32,94,stop unloading and alert operators
48,9,27,57,prepare covers
90,12,23,27,monitor tarpaulin
72,27,30,70,cover open yard
79,5,25,49,prepare covers
80,2,22,18,normal unloading
70,29,22,8,normal unloading
56,16,31,10,normal unloading
78,4,32,51,prepare covers
79,35,29,91,stop unloading and alert operators
78,5,25,81,stop unloading and alert operators
71,30,20,25,monitor tarpaulin
94,35,29,24,monitor tarpaulin
42,34,36,89,stop unloading and alert operators
