variety,total_bags,damaged,wet,moisture_pct,humidity_pct,rain_risk_pct,source
Jasmine,358,18,3,14.6,89,9,inspection
Sona Masoori,408,6,17,13.5,69,52,inspection
IR-64,162,3,6,13.3,86,58,inspection
IR-64,458,45,7,11.9,71,80,inspection
Sona Masoori,62,3,0,13.9,63,21,inspection
Sona Masoori,126,5,6,14.8,90,54,inspection
Swarna,62,2,0,11.7,62,93,inspection
Basmati,447,31,14,15.9,62,2,inspection
IR-64,175,3,3,15.2,72,39,inspection
Ponni,216,20,4,12.4,52,38,inspection
Ponni,365,36,6,14.3,77,87,inspection
Swarna,243,2,2,15.5,60,51,inspection
IR-64,168,4,3,15.4,87,64,inspection
Jasmine,465,36,14,11.7,90,32,inspection
Ponni,84,1,0,15.0,91,2,inspection
Swarna,254,18,2,12.2,66,60,inspection
Jasmine,382,7,9,11.5,76,84,inspection
Ponni,370,20,11,15.2,76,13,inspection
Basmati,118,7,4,15.7,81,25,inspection
Ponni,163,3,4,13.4,76,37,inspection
IR-64,412,4,13,16.4,71,30,inspection
Sona Masoori,487,46,18,14.5,81,19,inspection
Sona Masoori,430,13,21,15.3,66,82,inspection
Basmati,195,17,8,14.0,56,22,inspection
Basmati,470,9,20,15.1,77,94,inspection
Sona Masoori,64,1,1,16.0,92,82,inspection
Swarna,378,31,3,12.9,55,47,inspection
Swarna,264,19,6,16.6,67,49,inspection
Swarna,392,8,14,16.2,60,14,inspection
IR-64,113,9,3,13.7,87,61,inspection
IR-64,372,4,12,13.5,72,78,inspection
Jasmine,126,11,2,14.1,81,14,inspection
Sona Masoori,193,17,5,15.0,50,90,inspection
Jasmine,355,31,9,15.3,64,85,inspection
Jasmine,418,31,10,14.8,77,84,inspection
Jasmine,406,36,12,14.9,59,71,inspection
Sona Masoori,389,33,16,16.5,82,60,inspection
Sona Masoori,444,43,1,14.1,65,42,inspection
IR-64,341,5,7,14.9,75,30,inspection
Ponni,289,11,14,12.0,81,57,inspection
Jasmine,394,5,10,11.6,75,52,inspection
Sona Masoori,465,17,11,14.7,89,81,inspection
IR-64,395,33,16,15.1,71,46,inspection
Swarna,229,12,7,14.5,89,76,inspection
Jasmine,291,2,5,12.1,92,28,inspection
Jasmine,469,34,1,13.0,83,47,inspection
IR-64,312,23,1,12.2,95,95,inspection
Ponni,160,8,6,12.5,75,27,inspection
Jasmine,233,21,9,12.1,76,5,inspection
Ponni,123,8,5,15.6,78,58,inspection
IR-64,315,29,13,11.5,53,70,inspection
Swarna,320,19,11,15.6,61,88,inspection
IR-64,113,10,2,13.6,88,77,inspection
Swarna,274,9,13,16.7,94,31,inspection
Basmati,291,18,12,15.8,58,52,inspection
Ponni,213,15,9,16.0,85,40,inspection
Jasmine,171,6,2,12.6,89,91,inspection
Jasmine,127,7,4,16.7,91,22,inspection
Basmati,423,22,12,12.1,72,71,inspection
Jasmine,423,37,8,13.7,84,36,inspection
Sona Masoori,327,4,0,12.1,74,18,inspection
Basmati,444,14,18,15.7,68,87,inspection
Jasmine,461,19,10,13.1,84,4,inspection
Ponni,405,27,7,15.4,64,95,inspection
Ponni,461,33,1,15.7,94,36,inspection
Swarna,258,25,0,13.7,93,40,inspection
Jasmine,188,17,6,12.6,78,28,inspection
Jasmine,248,15,9,15.5,84,94,inspection
IR-64,210,5,1,13.9,93,9,inspection
Ponni,121,7,0,13.5,77,35,inspection
Ponni,493,36,3,12.9,71,59,inspection
IR-64,225,19,3,14.7,90,78,inspection
Ponni,341,19,16,13.4,95,40,inspection
Ponni,94,5,1,15.7,60,53,inspection
Basmati,173,6,2,16.2,92,42,inspection
Ponni,331,3,11,14.0,85,83,inspection
Swarna,183,5,0,16.3,89,79,inspection
Basmati,255,8,9,16.4,57,49,inspection
Sona Masoori,324,26,7,15.9,73,65,inspection
Sona Masoori,211,11,10,16.3,62,41,inspection
IR-64,455,7,15,14.4,50,80,inspection
IR-64,410,23,14,13.7,56,26,inspection
Jasmine,456,32,0,13.8,54,95,inspection
Jasmine,229,5,2,11.7,54,6,inspection
Sona Masoori,354,15,11,15.9,66,52,inspection
Swarna,221,12,7,11.6,93,15,inspection
Ponni,92,6,0,15.5,87,5,inspection
Ponni,114,7,1,13.0,93,38,inspection
Swarna,255,13,6,13.6,92,3,inspection
IR-64,442,42,3,13.6,84,37,inspection
Jasmine,467,44,0,16.1,91,47,inspection
Ponni,132,8,3,12.2,50,73,inspection
Sona Masoori,216,10,6,12.6,72,27,inspection
Ponni,132,11,1,12.4,64,78,inspection
IR-64,403,20,11,15.7,53,70,inspection
Basmati,403,30,9,11.9,56,25,inspection
Basmati,242,4,7,12.2,91,30,inspection
IR-64,222,15,7,14.1,71,78,inspection
IR-64,349,8,5,14.5,70,54,inspection
IR-64,424,36,2,15.4,77,35,inspection
Jasmine,229,9,3,16.2,79,57,inspection
Ponni,115,9,4,12.4,88,10,inspection
IR-64,335,25,14,12.5,90,9,inspection
Ponni,383,17,11,11.7,87,74,inspection
Sona Masoori,342,23,2,12.9,84,60,inspection
Swarna,174,15,1,16.2,87,93,inspection
Ponni,321,3,3,12.0,73,64,inspection
Ponni,410,20,3,12.4,82,17,inspection
Ponni,397,30,18,16.1,59,94,inspection
Sona Masoori,172,5,2,15.5,64,8,inspection
Jasmine,165,8,3,14.2,73,49,inspection
Sona Masoori,80,5,2,16.7,70,13,inspection
Basmati,487,29,9,15.4,87,69,inspection
Swarna,247,8,12,14.6,54,66,inspection
IR-64,324,26,14,13.7,72,62,inspection
Sona Masoori,316,9,8,16.2,78,21,inspection
Basmati,168,10,6,12.3,60,46,inspection
Jasmine,177,3,5,13.7,71,92,inspection
Swarna,167,2,0,14.6,91,52,inspection
Ponni,363,4,10,12.4,90,65,inspection
Sona Masoori,145,13,4,12.9,61,66,inspection
Ponni,386,36,4,11.6,92,36,inspection
Ponni,301,25,9,16.1,60,28,inspection
Ponni,480,26,4,15.6,89,84,inspection
Jasmine,235,3,4,16.4,88,75,inspection
IR-64,115,8,4,11.6,83,64,inspection
Ponni,109,1,4,12.4,89,76,inspection
Ponni,445,9,13,12.1,80,84,inspection
Sona Masoori,456,21,19,15.1,77,66,inspection
Jasmine,331,13,13,13.8,80,48,inspection
Jasmine,354,18,4,12.0,58,32,inspection
Sona Masoori,205,6,0,14.7,84,52,inspection
Jasmine,464,26,8,11.5,83,15,inspection
IR-64,412,8,8,15.8,76,46,inspection
Ponni,189,11,5,12.9,84,54,inspection
Jasmine,263,21,6,15.5,76,70,inspection
Basmati,346,21,13,14.4,66,39,inspection
Swarna,436,33,9,12.2,92,15,inspection
Jasmine,142,11,5,12.0,82,51,inspection
Ponni,416,18,13,15.1,53,20,inspection
Sona Masoori,481,8,6,12.3,88,55,inspection
Basmati,100,6,2,14.7,74,51,inspection
Jasmine,365,19,0,11.8,61,81,inspection
Jasmine,471,37,12,14.2,62,4,inspection
Jasmine,178,7,5,14.8,93,4,inspection
IR-64,104,7,2,16.8,75,45,inspection
IR-64,325,30,8,11.6,95,8,inspection
Jasmine,484,19,19,14.5,87,44,inspection
IR-64,370,22,4,16.6,79,51,inspection
Swarna,319,11,15,12.1,54,64,inspection
Ponni,191,13,9,16.1,86,32,inspection
Ponni,307,21,13,15.6,71,58,inspection
Sona Masoori,306,20,15,12.1,54,48,inspection
Jasmine,419,40,10,12.7,70,52,inspection
Sona Masoori,418,7,14,15.9,65,36,inspection
Basmati,98,3,1,14.4,61,60,inspection
Ponni,197,10,1,12.5,93,24,inspection
Jasmine,183,5,2,16.1,63,29,inspection
Ponni,242,22,8,12.3,56,15,inspection
Jasmine,312,26,5,14.8,84,5,inspection
Basmati,312,16,15,16.3,86,35,inspection
Ponni,203,3,8,13.6,86,16,inspection
Swarna,336,29,13,11.7,72,50,inspection
Swarna,121,8,0,15.2,79,40,inspection
IR-64,254,16,3,14.6,70,46,inspection
Ponni,194,7,1,12.8,80,78,inspection
Swarna,167,14,2,13.7,73,46,inspection
IR-64,352,10,1,12.2,86,87,inspection
Basmati,471,13,18,12.7,77,48,inspection
Jasmine,136,6,0,14.0,50,22,inspection
Jasmine,324,11,9,14.3,70,62,inspection
Ponni,84,1,3,13.6,94,20,inspection
Swarna,489,19,8,14.8,78,95,inspection
Ponni,345,4,2,16.4,66,44,inspection
Jasmine,370,25,3,12.6,86,83,inspection
Basmati,241,19,5,13.2,82,62,inspection
Sona Masoori,255,24,11,14.8,79,80,inspection
Jasmine,473,30,9,16.4,76,80,inspection
Sona Masoori,100,3,1,12.4,64,40,inspection
Basmati,369,29,17,14.9,67,56,inspection
Jasmine,360,9,15,14.3,78,52,inspection
IR-64,432,31,1,12.7,66,95,inspection
IR-64,263,15,0,12.0,54,60,inspection
Swarna,328,11,2,15.6,55,13,inspection
Jasmine,259,9,8,13.1,65,94,inspection
IR-64,329,22,14,15.9,51,4,inspection
Basmati,303,17,2,14.0,84,34,inspection
Jasmine,336,22,10,12.4,88,58,inspection
Ponni,282,10,4,14.3,90,68,inspection
Ponni,176,7,2,15.8,78,39,inspection
Basmati,65,2,1,11.5,58,44,inspection
Jasmine,311,3,6,16.5,80,38,inspection
Basmati,365,15,7,12.7,50,70,inspection
Ponni,283,21,5,13.6,60,91,inspection
Swarna,172,5,6,12.9,77,80,inspection
Ponni,473,32,12,15.2,67,36,inspection
Basmati,271,6,1,12.5,54,23,inspection
Swarna,376,20,6,13.9,94,79,inspection
IR-64,85,8,1,16.6,51,23,inspection
IR-64,426,7,0,13.8,50,29,inspection
IR-64,235,12,9,13.7,81,47,inspection
Basmati,101,3,1,16.0,59,7,inspection
Ponni,300,25,1,12.5,66,48,inspection
Jasmine,187,14,0,13.5,78,31,inspection
Swarna,436,42,10,15.6,83,85,inspection
Jasmine,219,16,8,16.5,60,80,inspection
Ponni,326,12,5,12.1,80,81,inspection
Sona Masoori,401,26,6,12.7,57,30,inspection
IR-64,466,37,0,13.0,57,50,inspection
Sona Masoori,357,22,6,15.7,80,88,inspection
Sona Masoori,187,12,8,12.3,55,87,inspection
Jasmine,90,6,3,11.8,91,19,inspection
IR-64,309,24,12,12.7,85,82,inspection
Swarna,435,18,2,12.5,94,48,inspection
Sona Masoori,308,18,7,15.2,85,37,inspection
Ponni,155,8,6,14.4,70,93,inspection
Ponni,500,11,7,14.4,54,67,inspection
Basmati,337,18,12,13.4,50,81,inspection
Sona Masoori,377,14,1,16.0,89,30,inspection
Ponni,479,26,13,13.6,83,87,inspection
Ponni,204,4,5,13.2,91,41,inspection
Sona Masoori,82,7,0,15.9,58,22,inspection
Swarna,158,13,5,12.0,86,82,inspection
Ponni,379,16,11,15.2,66,6,inspection
Sona Masoori,66,3,2,16.4,63,83,inspection
Sona Masoori,299,18,14,15.7,53,46,inspection
Swarna,480,40,6,13.5,95,7,inspection
Sona Masoori,435,41,20,11.9,69,9,inspection
Sona Masoori,111,3,2,15.3,84,49,inspection
IR-64,351,27,7,14.8,61,71,inspection
Sona Masoori,452,23,15,14.9,72,86,inspection
Sona Masoori,145,8,4,15.7,85,51,inspection
Ponni,367,21,18,13.8,72,40,inspection
Basmati,271,10,3,15.6,77,92,inspection
Ponni,169,5,8,13.5,85,95,inspection
Swarna,263,16,6,11.5,52,36,inspection
Basmati,63,5,0,13.1,64,27,inspection
Jasmine,481,28,22,13.0,85,65,inspection
IR-64,108,2,1,11.7,72,19,inspection
Ponni,187,11,5,12.7,69,11,inspection
IR-64,435,11,17,11.9,70,61,inspection
Jasmine,419,28,0,14.6,56,76,inspection
Ponni,255,10,10,11.9,53,42,inspection
Swarna,121,8,3,16.1,64,95,inspection
Sona Masoori,384,14,0,15.6,74,6,inspection
Ponni,349,10,0,12.3,82,89,inspection
Jasmine,261,14,2,16.6,88,73,inspection
Basmati,462,8,13,13.6,58,43,inspection
Sona Masoori,340,18,13,13.6,55,51,inspection
IR-64,450,24,14,12.2,85,25,inspection
IR-64,347,11,4,14.8,83,31,inspection
Swarna,225,4,4,15.1,86,11,inspection
Basmati,238,16,9,12.5,72,76,inspection
IR-64,239,5,0,14.8,78,79,inspection
IR-64,162,14,0,15.1,59,93,inspection
Sona Masoori,184,2,6,16.5,59,36,inspection
Sona Masoori,216,6,5,13.9,51,42,inspection
IR-64,339,18,12,14.3,66,70,inspection
IR-64,415,25,13,15.2,51,48,inspection
Sona Masoori,190,15,5,12.4,68,25,inspection
Sona Masoori,298,13,4,15.0,50,8,inspection
Jasmine,244,21,7,16.1,51,37,inspection
IR-64,254,23,6,14.2,95,12,inspection
Ponni,332,32,9,12.0,62,64,inspection
Jasmine,71,2,1,11.7,83,39,inspection
IR-64,69,4,0,13.3,72,45,inspection
Ponni,201,17,8,15.8,90,32,inspection
Sona Masoori,344,14,6,16.5,64,19,inspection
IR-64,104,6,3,15.4,83,86,inspection
IR-64,273,26,12,12.8,59,54,inspection
Basmati,289,6,7,14.4,63,83,inspection
IR-64,130,11,2,13.1,95,67,inspection
IR-64,395,6,10,16.4,60,40,inspection
Jasmine,120,1,1,12.5,59,93,inspection
Swarna,270,9,10,13.1,90,94,inspection
Sona Masoori,127,4,3,12.5,89,78,inspection
IR-64,365,15,12,12.7,93,3,inspection
Swarna,128,9,2,14.2,88,60,inspection
Swarna,311,9,6,14.0,60,24,inspection
Sona Masoori,198,13,2,16.5,64,95,inspection
IR-64,93,5,1,12.4,78,78,inspection
Swarna,186,14,3,13.8,52,77,inspection
Basmati,261,15,8,14.7,86,76,inspection
Jasmine,462,23,20,11.7,56,57,inspection
IR-64,325,14,12,14.4,52,71,inspection
Sona Masoori,157,12,2,13.0,75,38,inspection
IR-64,276,15,1,13.1,53,88,inspection
Jasmine,291,7,8,12.0,82,14,inspection
Jasmine,339,17,3,12.2,76,41,inspection
Ponni,424,13,14,16.2,79,11,inspection
Jasmine,467,9,10,12.4,57,11,inspection
Basmati,103,8,2,14.3,74,93,inspection
IR-64,253,23,7,14.4,52,21,inspection
Jasmine,136,10,0,12.4,59,22,inspection
Basmati,218,14,1,15.4,78,36,inspection
IR-64,163,8,6,11.5,66,1,inspection
Ponni,473,13,15,11.5,81,30,inspection
Swarna,269,2,11,13.8,88,76,inspection
Basmati,377,10,1,14.8,63,6,inspection
Basmati,78,4,2,12.3,52,85,inspection
Basmati,104,2,1,11.8,76,22,inspection
Jasmine,414,10,9,15.2,86,71,inspection
Ponni,244,9,10,16.4,55,38,inspection
Sona Masoori,448,16,3,13.8,85,8,inspection
Jasmine,500,28,17,13.0,83,52,inspection
Ponni,89,8,2,12.1,90,67,inspection
Jasmine,369,17,15,16.4,95,36,inspection
Basmati,329,30,10,14.5,89,45,inspection
Swarna,326,26,14,15.4,81,63,inspection
IR-64,422,8,9,13.0,62,0,inspection
Sona Masoori,437,20,7,16.0,89,53,inspection
Ponni,472,13,6,14.9,50,81,inspection
Sona Masoori,217,17,1,13.1,85,41,inspection
Basmati,234,22,9,13.6,86,78,inspection
IR-64,229,21,9,15.9,93,61,inspection
Jasmine,129,11,3,14.1,90,58,inspection
Basmati,296,4,7,15.7,76,95,inspection
Ponni,431,5,12,15.1,85,68,inspection
Basmati,469,45,6,16.4,72,8,inspection
Sona Masoori,233,19,6,16.7,90,68,inspection
Swarna,155,13,5,14.7,69,90,inspection
Basmati,271,13,12,12.0,65,47,inspection
IR-64,328,26,12,13.1,57,47,inspection
Sona Masoori,287,6,4,14.2,80,64,inspection
Swarna,435,9,18,16.1,69,41,inspection
Ponni,406,5,7,16.8,63,92,inspection
Ponni,119,10,5,11.5,52,87,inspection
Basmati,299,23,11,16.2,56,66,inspection
Sona Masoori,355,13,3,15.5,90,26,inspection
Basmati,332,6,2,13.2,78,85,inspection
Basmati,118,6,1,11.6,89,71,inspection
Basmati,341,28,9,13.2,59,90,inspection
IR-64,96,4,0,13.2,71,69,inspection
Swarna,405,7,7,11.8,74,6,inspection
Jasmine,365,26,11,16.2,90,88,inspection
Basmati,230,19,0,15.8,95,85,inspection
Swarna,350,6,5,12.2,94,59,inspection
Jasmine,423,40,3,15.6,80,29,inspection
Ponni,192,14,6,16.3,75,23,inspection
Basmati,292,5,6,14.1,54,60,inspection
IR-64,204,4,1,15.6,88,73,inspection
Jasmine,467,7,7,12.1,85,83,inspection
Swarna,265,8,2,14.6,65,79,inspection
Swarna,256,16,10,11.9,63,88,inspection
Swarna,350,10,11,15.7,84,88,inspection
Sona Masoori,438,8,13,16.4,86,62,inspection
Basmati,344,12,6,12.0,78,22,inspection
Ponni,115,4,3,15.1,88,48,inspection
Sona Masoori,106,9,3,12.7,58,74,inspection
Sona Masoori,447,25,8,12.3,59,57,inspection
Ponni,288,10,11,12.5,93,40,inspection
Jasmine,215,21,3,16.4,77,91,inspection
Sona Masoori,358,30,15,11.5,82,51,inspection
Sona Masoori,249,18,10,16.3,53,0,inspection
Basmati,116,5,3,16.1,51,30,inspection
Jasmine,222,10,2,15.3,75,48,inspection
IR-64,303,26,5,12.2,85,49,inspection
Swarna,138,3,0,13.0,92,16,inspection
Sona Masoori,133,6,6,15.3,81,84,inspection
Sona Masoori,130,11,4,14.9,76,58,inspection
Swarna,379,22,8,12.5,82,54,inspection
Basmati,175,10,7,12.5,88,0,inspection
IR-64,424,26,0,14.2,76,69,inspection
Sona Masoori,350,21,16,14.1,73,14,inspection
Sona Masoori,132,6,0,15.4,83,35,inspection
Ponni,105,7,3,12.8,90,94,inspection
Jasmine,384,25,17,14.4,87,39,inspection
Ponni,458,41,13,11.6,79,65,inspection
Basmati,275,6,9,13.4,68,37,inspection
Ponni,443,6,10,13.1,86,33,inspection
IR-64,353,23,5,11.8,68,94,inspection
Sona Masoori,124,2,1,14.2,67,32,inspection
Basmati,67,6,2,15.4,88,22,inspection
Jasmine,288,23,3,13.5,61,33,inspection
IR-64,469,46,22,14.3,52,43,inspection
Ponni,480,38,5,12.3,81,52,inspection
Swarna,431,32,7,14.9,63,73,inspection
Jasmine,195,4,3,15.5,57,6,inspection
Basmati,303,13,10,15.5,84,29,inspection
Swarna,194,6,7,12.3,77,1,inspection
Swarna,407,39,1,13.2,83,87,inspection
Ponni,386,35,16,13.4,77,78,inspection
Basmati,198,13,3,12.9,56,32,inspection
Jasmine,443,35,11,12.8,93,75,inspection
Jasmine,413,4,0,16.8,70,70,inspection
Sona Masoori,66,4,1,13.7,83,13,inspection
Jasmine,205,13,0,12.8,52,3,inspection
Ponni,396,26,14,16.2,63,76,inspection
Sona Masoori,104,7,4,16.0,58,48,inspection
Ponni,471,12,6,16.6,57,89,inspection
Jasmine,98,7,3,14.9,67,54,inspection
Basmati,191,15,3,12.4,54,35,inspection
Basmati,90,4,2,12.9,66,22,inspection
IR-64,372,7,10,13.6,91,62,inspection
Swarna,171,12,0,14.8,56,56,inspection
Sona Masoori,96,1,2,14.5,66,57,inspection
Jasmine,387,17,2,11.5,52,85,inspection
Basmati,260,24,6,14.5,82,90,inspection
Swarna,266,8,5,16.0,54,69,inspection
Jasmine,478,27,23,15.6,57,72,inspection
Basmati,409,40,13,13.1,53,80,inspection
Basmati,333,28,12,16.0,71,10,inspection
Basmati,391,37,12,12.6,85,5,inspection
Basmati,416,29,10,13.6,56,80,inspection
Jasmine,284,7,10,15.4,58,4,inspection
Ponni,182,12,4,14.1,54,69,inspection
Swarna,68,5,0,11.7,53,43,inspection
Sona Masoori,168,8,5,15.8,92,66,inspection
Ponni,136,1,0,15.4,64,9,inspection
Jasmine,69,2,2,14.0,89,5,inspection
Sona Masoori,148,7,1,14.9,69,12,inspection
Ponni,92,5,3,15.8,56,14,inspection
IR-64,92,7,4,15.8,77,43,inspection
Jasmine,265,15,4,13.2,93,73,inspection
IR-64,451,7,6,11.7,61,42,inspection
Swarna,146,7,6,15.2,85,21,inspection
Sona Masoori,128,5,1,12.0,90,78,inspection
Swarna,101,7,2,11.5,61,11,inspection
Basmati,273,5,1,15.2,80,88,inspection
Basmati,327,21,0,13.9,65,22,inspection
IR-64,427,36,6,14.1,55,80,inspection
Swarna,62,6,3,14.5,62,15,inspection
Ponni,245,7,9,16.1,84,64,inspection
Jasmine,166,13,5,13.0,62,14,inspection
Swarna,314,4,5,12.4,92,5,inspection
IR-64,282,3,10,12.8,89,58,inspection
Ponni,150,8,0,12.3,51,62,inspection
IR-64,429,20,16,13.9,87,41,inspection
Basmati,177,3,6,15.6,70,29,inspection
IR-64,252,15,0,16.2,54,60,inspection
Swarna,134,3,2,12.6,89,58,inspection
Swarna,428,12,2,12.5,72,34,inspection
Jasmine,351,30,8,11.8,58,14,inspection
IR-64,449,10,17,13.3,68,77,inspection
Ponni,147,2,6,14.6,85,29,inspection
Swarna,170,1,3,14.6,79,35,inspection
IR-64,186,16,5,13.2,87,28,inspection
IR-64,353,4,8,16.3,76,5,inspection
Ponni,77,6,2,13.8,75,61,inspection
Sona Masoori,291,22,10,14.1,55,71,inspection
Swarna,171,11,0,12.2,68,30,inspection
Swarna,402,35,15,13.1,95,58,inspection
Sona Masoori,292,13,11,14.0,58,90,inspection
Basmati,380,33,1,14.0,90,0,inspection
Jasmine,230,17,8,14.3,68,54,inspection
Ponni,337,5,14,14.5,63,87,inspection
Jasmine,88,7,0,14.2,93,46,inspection
Basmati,298,7,8,14.8,73,46,inspection
Sona Masoori,347,34,4,15.3,63,17,inspection
Sona Masoori,392,11,14,14.0,87,89,inspection
IR-64,224,15,3,13.4,67,64,inspection
Sona Masoori,250,14,1,13.3,81,64,inspection
Jasmine,332,16,6,15.1,84,37,inspection
Jasmine,414,37,9,15.8,54,24,inspection
Sona Masoori,260,5,3,16.3,68,9,inspection
Jasmine,135,12,0,14.1,63,66,inspection
Swarna,409,16,9,14.4,58,60,inspection
Jasmine,70,6,0,13.0,54,2,inspection
Ponni,390,26,15,13.3,87,43,inspection
Swarna,363,18,5,15.0,83,70,inspection
IR-64,464,24,22,13.1,66,29,inspection
Sona Masoori,135,8,1,13.4,79,21,inspection
Ponni,206,14,6,12.5,61,90,inspection
IR-64,142,8,3,12.8,52,40,inspection
Basmati,154,10,7,12.6,95,4,inspection
IR-64,250,9,11,13.9,60,68,inspection
Swarna,315,7,15,15.6,79,40,inspection
Ponni,319,16,4,13.3,95,37,inspection
Ponni,401,36,8,12.3,86,93,inspection
Jasmine,117,8,0,15.4,52,17,inspection
Sona Masoori,265,11,4,14.8,64,57,inspection
Ponni,388,31,14,12.5,83,28,inspection
IR-64,71,5,0,11.9,78,86,inspection
Ponni,261,16,12,12.5,70,77,inspection
Jasmine,244,10,4,13.6,95,54,inspection
Basmati,236,4,8,13.4,78,71,inspection
Swarna,439,10,15,16.8,78,36,inspection
Swarna,433,27,3,16.3,58,75,inspection
Basmati,303,4,14,16.7,83,42,inspection
Swarna,105,4,2,11.5,90,34,inspection
Jasmine,350,9,6,15.5,58,25,inspection
Ponni,311,11,8,11.7,69,74,inspection
Swarna,174,5,8,11.6,50,19,inspection
Jasmine,301,14,7,12.2,92,36,inspection
Jasmine,390,21,18,12.8,57,35,inspection
Ponni,441,21,5,13.4,80,72,inspection
Jasmine,303,17,8,16.7,57,47,inspection
Basmati,143,7,4,14.6,59,40,inspection
Basmati,143,9,6,11.8,73,53,inspection
Sona Masoori,208,11,7,13.0,90,9,inspection
IR-64,451,17,7,12.0,60,69,inspection
Jasmine,469,33,2,13.1,93,89,inspection
Ponni,240,13,4,15.9,50,17,inspection
Swarna,270,7,6,13.3,60,13,inspection
IR-64,467,39,12,16.3,89,88,inspection
Ponni,424,21,1,14.4,57,53,inspection
IR-64,68,2,2,14.0,69,88,inspection
Ponni,327,24,0,15.5,71,22,inspection
Sona Masoori,173,12,2,12.2,94,18,inspection
IR-64,126,9,0,16.7,77,88,inspection
Sona Masoori,456,12,0,14.1,77,5,inspection
Jasmine,322,29,0,14.6,80,15,inspection
Basmati,401,37,4,11.6,56,15,inspection
IR-64,154,3,5,15.1,51,11,inspection
Basmati,356,28,10,13.3,60,64,inspection
Ponni,351,20,12,11.9,87,1,inspection
Basmati,147,14,0,16.3,84,0,inspection
IR-64,318,23,2,16.0,80,46,inspection
Jasmine,114,5,2,12.5,72,48,inspection
Swarna,117,6,3,15.5,70,15,inspection
Swarna,450,33,1,13.4,68,71,inspection
Swarna,119,9,4,13.5,79,76,inspection
Swarna,175,4,0,14.4,68,54,inspection
Swarna,407,22,2,13.4,50,86,inspection
Swarna,327,7,6,15.0,55,15,inspection
Ponni,112,4,1,15.4,60,8,inspection
IR-64,364,11,7,16.0,75,15,inspection
Swarna,202,6,7,15.6,87,75,inspection
Jasmine,264,25,13,13.4,92,77,inspection
Ponni,202,4,4,12.3,79,13,inspection
IR-64,381,29,15,16.5,51,12,inspection
Swarna,407,26,6,11.6,61,48,inspection
Basmati,378,29,14,14.8,54,84,inspection
Swarna,163,9,4,13.1,81,62,inspection
Ponni,339,30,2,11.6,52,55,inspection
Swarna,221,2,1,16.0,78,58,inspection
Jasmine,500,27,3,15.6,95,21,inspection
Jasmine,259,18,8,14.1,57,72,inspection
Jasmine,336,29,8,14.5,80,71,inspection
Swarna,194,13,7,14.1,74,78,inspection
Basmati,224,4,4,11.8,87,5,inspection
Jasmine,358,15,7,11.6,90,43,inspection
Basmati,270,8,8,13.4,92,31,inspection
Ponni,103,2,0,16.3,54,39,inspection
Ponni,226,13,10,11.7,92,54,inspection
Basmati,70,6,1,15.2,87,2,inspection
Swarna,225,16,2,14.5,81,12,inspection
Swarna,317,7,4,15.8,92,43,inspection
Swarna,163,4,2,14.1,54,68,inspection
Basmati,353,27,1,13.6,64,79,inspection
Ponni,108,6,2,14.6,67,8,inspection
Swarna,167,14,4,13.3,54,83,inspection
Basmati,281,13,3,15.0,70,25,inspection
Ponni,292,26,9,15.1,85,23,inspection
Ponni,155,14,5,14.6,63,84,inspection
Swarna,197,17,8,16.5,84,78,inspection
Ponni,432,18,3,14.8,83,25,inspection
IR-64,442,20,19,15.1,69,55,inspection
Sona Masoori,384,32,12,12.6,76,34,inspection
Basmati,411,8,3,14.7,75,30,inspection
IR-64,468,28,10,15.9,79,62,inspection
Jasmine,78,0,3,12.6,67,17,inspection
Basmati,397,38,9,14.4,91,5,inspection
Sona Masoori,88,5,3,16.1,55,40,inspection
Swarna,246,23,8,15.1,55,50,inspection
IR-64,180,10,7,12.1,82,15,inspection
Ponni,188,12,7,14.1,55,30,inspection
Basmati,228,17,10,15.9,74,95,inspection
IR-64,133,6,1,12.1,63,35,inspection
Ponni,88,8,1,14.1,73,89,inspection
Swarna,303,12,10,15.1,67,18,inspection
Basmati,70,6,2,14.9,88,4,inspection
Sona Masoori,413,13,7,16.4,92,30,inspection
Jasmine,418,24,4,13.4,93,15,inspection
Swarna,258,9,12,11.5,75,32,inspection
IR-64,212,14,9,12.6,60,56,inspection
Jasmine,268,22,12,15.7,67,10,inspection
Swarna,437,20,20,13.7,71,91,inspection
Sona Masoori,482,7,10,12.3,66,64,inspection
Jasmine,476,34,18,14.4,70,58,inspection
Jasmine,388,8,7,12.5,78,82,inspection
Jasmine,216,5,5,13.2,55,14,inspection
Jasmine,450,21,21,12.2,88,87,inspection
Swarna,304,7,9,16.1,58,33,inspection
Basmati,469,20,9,13.0,55,53,inspection
Swarna,487,46,22,16.2,64,2,inspection
Jasmine,373,10,13,14.8,55,59,inspection
