route,load,variety,priority,preferred_status,eta_minutes,rain_safe
Wagholi to Warehouse A,88 bags Basmati,Basmati,18,scheduled,23,True
Lonikand to Warehouse B,58 bags IR-64,IR-64,19,standby,116,True
Wagholi to Warehouse A,338 bags IR-64,IR-64,19,ready,153,False
Chakan to Warehouse C,121 bags Sona Masoori,Sona Masoori,17,scheduled,103,True
Moshi to Warehouse B,168 bags Sona Masoori,Sona Masoori,11,scheduled,172,False
Indapur to Warehouse B,65 bags Basmati,Basmati,15,ready,73,False
Shirur to Warehouse B,271 bags IR-64,IR-64,19,scheduled,112,True
Indapur to Warehouse C,201 bags IR-64,IR-64,3,standby,83,True
Chakan to Warehouse C,451 bags IR-64,IR-64,13,ready,107,True
Moshi to Warehouse A,207 bags Swarna,Swarna,12,ready,41,True
Moshi to Warehouse A,270 bags Swarna,Swarna,18,scheduled,146,False
Moshi to Warehouse A,95 bags Basmati,Basmati,18,standby,167,False
Bhosari to Warehouse B,56 bags Basmati,Basmati,14,ready,36,True
Pimpri to Warehouse C,136 bags Swarna,Swarna,6,standby,83,False
Wagholi to Warehouse B,124 bags Sona Masoori,Sona Masoori,6,ready,85,False
Wagholi to Warehouse B,450 bags Sona Masoori,Sona Masoori,12,ready,78,False
Pimpri to Warehouse C,150 bags Swarna,Swarna,4,standby,92,True
Chakan to Warehouse B,480 bags Ponni,Ponni,13,ready,127,False
Chakan to Warehouse C,354 bags IR-64,IR-64,10,ready,169,True
Baramati to Warehouse B,140 bags Swarna,Swarna,11,ready,177,False
Pimpri to Warehouse A,216 bags Swarna,Swarna,9,ready,108,True
Lonikand to Warehouse C,152 bags Ponni,Ponni,18,standby,155,True
Daund to Warehouse B,412 bags IR-64,IR-64,15,ready,32,False
Khed to Warehouse B,121 bags Basmati,Basmati,8,ready,54,False
Indapur to Warehouse B,87 bags Swarna,Swarna,20,ready,164,False
Shirur to Warehouse C,495 bags Swarna,Swarna,18,standby,107,True
Moshi to Warehouse A,386 bags Basmati,Basmati,6,scheduled,171,True
Pimpri to Warehouse C,396 bags Swarna,Swarna,11,ready,42,True
Moshi to Warehouse B,163 bags Ponni,Ponni,17,scheduled,163,True
Baramati to Warehouse B,250 bags Swarna,Swarna,19,scheduled,143,True
Open Yard C to Warehouse A,297 bags Sona Masoori,Sona Masoori,10,ready,36,True
Bhosari to Warehouse C,122 bags Basmati,Basmati,10,ready,131,True
Shirur to Warehouse B,228 bags Swarna,Swarna,4,ready,130,False
Moshi to Warehouse B,72 bags Sona Masoori,Sona Masoori,1,ready,180,True
Khed to Warehouse A,429 bags IR-64,IR-64,17,standby,156,True
Open Yard C to Warehouse C,268 bags Swarna,Swarna,8,ready,176,True
Talegaon to Warehouse C,386 bags Swarna,Swarna,13,standby,172,True
Baramati to Warehouse C,269 bags Swarna,Swarna,1,scheduled,69,True
Wagholi to Warehouse C,464 bags Sona Masoori,Sona Masoori,19,standby,152,True
Open Yard C to Warehouse B,150 bags Swarna,Swarna,4,ready,140,False
Pimpri to Warehouse B,362 bags Swarna,Swarna,19,standby,104,False
Bhosari to Warehouse B,366 bags IR-64,IR-64,10,scheduled,166,True
Khed to Warehouse A,210 bags Sona Masoori,Sona Masoori,8,ready,44,True
Open Yard C to Warehouse C,122 bags Ponni,Ponni,13,ready,167,True
Pimpri to Warehouse B,266 bags IR-64,IR-64,16,scheduled,152,True
Shirur to Warehouse A,300 bags Basmati,Basmati,5,standby,95,False
Pimpri to Warehouse A,493 bags Basmati,Basmati,1,ready,49,True
Bhosari to Warehouse B,337 bags Ponni,Ponni,16,ready,140,False
Daund to Warehouse B,300 bags IR-64,IR-64,3,scheduled,22,True
Wagholi to Warehouse A,190 bags IR-64,IR-64,18,ready,58,False
Pimpri to Warehouse C,445 bags Swarna,Swarna,18,scheduled,43,True
Wagholi to Warehouse C,471 bags Basmati,Basmati,18,standby,127,True
Chakan to Warehouse A,426 bags IR-64,IR-64,10,standby,130,False
Open Yard C to Warehouse A,274 bags Sona Masoori,Sona Masoori,8,standby,165,False
Bhosari to Warehouse C,362 bags Swarna,Swarna,6,scheduled,50,True
Bhosari to Warehouse A,462 bags Sona Masoori,Sona Masoori,19,ready,151,False
Pimpri to Warehouse C,136 bags Basmati,Basmati,10,ready,161,False
Bhosari to Warehouse C,397 bags Sona Masoori,Sona Masoori,5,ready,30,False
Bhosari to Warehouse C,114 bags IR-64,IR-64,8,standby,97,True
Indapur to Warehouse C,251 bags Swarna,Swarna,5,scheduled,176,False
Khed to Warehouse B,242 bags Swarna,Swarna,3,scheduled,38,False
Shirur to Warehouse C,192 bags Basmati,Basmati,15,ready,98,True
Bhosari to Warehouse C,97 bags Swarna,Swarna,12,standby,151,False
Hadapsar to Warehouse B,472 bags IR-64,IR-64,16,ready,97,False
Open Yard C to Warehouse C,345 bags IR-64,IR-64,19,ready,102,True
Sanaswadi to Warehouse A,370 bags Swarna,Swarna,1,standby,55,False
Baramati to Warehouse A,269 bags IR-64,IR-64,5,scheduled,92,True
Bhosari to Warehouse B,97 bags Basmati,Basmati,9,standby,110,True
Sanaswadi to Warehouse B,370 bags Basmati,Basmati,8,ready,38,True
Sanaswadi to Warehouse A,294 bags Sona Masoori,Sona Masoori,5,scheduled,72,False
Sanaswadi to Warehouse A,406 bags Basmati,Basmati,4,ready,48,False
Moshi to Warehouse A,246 bags Sona Masoori,Sona Masoori,4,standby,95,False
Lonikand to Warehouse B,120 bags Swarna,Swarna,5,scheduled,51,True
Shirur to Warehouse C,54 bags Ponni,Ponni,6,ready,104,True
Khed to Warehouse C,127 bags Swarna,Swarna,20,scheduled,128,True
Moshi to Warehouse A,121 bags Sona Masoori,Sona Masoori,19,scheduled,113,False
Chakan to Warehouse B,455 bags IR-64,IR-64,8,ready,180,True
Hadapsar to Warehouse C,357 bags Ponni,Ponni,20,ready,21,False
Hadapsar to Warehouse C,360 bags Ponni,Ponni,7,scheduled,115,False
Khed to Warehouse A,451 bags IR-64,IR-64,16,ready,43,True
Baramati to Warehouse C,354 bags Sona Masoori,Sona Masoori,17,standby,107,False
Talegaon to Warehouse B,490 bags Ponni,Ponni,14,ready,154,True
Indapur to Warehouse B,444 bags Sona Masoori,Sona Masoori,1,scheduled,32,True
Wagholi to Warehouse A,70 bags Sona Masoori,Sona Masoori,13,scheduled,88,False
Chakan to Warehouse C,255 bags Sona Masoori,Sona Masoori,18,scheduled,172,True
Wagholi to Warehouse A,208 bags Sona Masoori,Sona Masoori,17,standby,54,False
Chakan to Warehouse C,374 bags Sona Masoori,Sona Masoori,10,scheduled,126,True
Sanaswadi to Warehouse A,94 bags Swarna,Swarna,4,ready,171,True
Wagholi to Warehouse C,429 bags IR-64,IR-64,4,standby,50,True
Talegaon to Warehouse B,227 bags Ponni,Ponni,17,scheduled,81,True
Open Yard C to Warehouse A,433 bags Basmati,Basmati,4,standby,100,False
Wagholi to Warehouse C,82 bags Basmati,Basmati,19,scheduled,34,False
Baramati to Warehouse C,234 bags Sona Masoori,Sona Masoori,16,scheduled,57,False
Talegaon to Warehouse B,445 bags Sona Masoori,Sona Masoori,19,scheduled,44,True
Daund to Warehouse C,51 bags Sona Masoori,Sona Masoori,1,standby,26,False
Open Yard C to Warehouse B,126 bags IR-64,IR-64,2,scheduled,122,True
Open Yard C to Warehouse A,263 bags Basmati,Basmati,9,standby,161,False
Moshi to Warehouse C,394 bags Sona Masoori,Sona Masoori,6,standby,147,True
Chakan to Warehouse A,499 bags Swarna,Swarna,10,ready,98,True
Shirur to Warehouse B,54 bags Basmati,Basmati,7,ready,159,False
Daund to Warehouse C,174 bags Swarna,Swarna,12,scheduled,141,True
Daund to Warehouse C,439 bags IR-64,IR-64,5,standby,119,True
Hadapsar to Warehouse C,227 bags Sona Masoori,Sona Masoori,11,standby,111,False
Moshi to Warehouse A,321 bags IR-64,IR-64,14,ready,30,True
Daund to Warehouse B,97 bags Sona Masoori,Sona Masoori,8,scheduled,120,False
Baramati to Warehouse C,93 bags Ponni,Ponni,4,scheduled,49,False
Moshi to Warehouse C,340 bags Sona Masoori,Sona Masoori,14,scheduled,48,True
Wagholi to Warehouse B,485 bags Basmati,Basmati,13,scheduled,98,False
Baramati to Warehouse B,169 bags Sona Masoori,Sona Masoori,7,standby,164,True
Talegaon to Warehouse A,134 bags Swarna,Swarna,15,ready,119,True
Shirur to Warehouse B,444 bags IR-64,IR-64,15,ready,133,False
Bhosari to Warehouse A,96 bags IR-64,IR-64,10,scheduled,169,True
Hadapsar to Warehouse B,125 bags Sona Masoori,Sona Masoori,8,ready,116,True
Khed to Warehouse B,183 bags IR-64,IR-64,1,ready,130,True
Moshi to Warehouse B,102 bags IR-64,IR-64,4,standby,30,True
Talegaon to Warehouse A,471 bags Swarna,Swarna,12,scheduled,176,True
Pimpri to Warehouse C,182 bags Sona Masoori,Sona Masoori,1,standby,65,False
Indapur to Warehouse A,97 bags Basmati,Basmati,4,standby,133,True
Talegaon to Warehouse C,271 bags Swarna,Swarna,16,standby,112,False
Talegaon to Warehouse B,159 bags IR-64,IR-64,9,ready,129,True
Sanaswadi to Warehouse C,367 bags Ponni,Ponni,8,scheduled,90,False
Chakan to Warehouse C,295 bags Sona Masoori,Sona Masoori,3,ready,113,True
Chakan to Warehouse A,379 bags Ponni,Ponni,8,scheduled,154,True
Chakan to Warehouse C,233 bags Swarna,Swarna,18,ready,103,False
Chakan to Warehouse B,142 bags Sona Masoori,Sona Masoori,11,scheduled,71,True
Lonikand to Warehouse B,79 bags Swarna,Swarna,17,ready,164,True
Talegaon to Warehouse A,176 bags IR-64,IR-64,9,scheduled,29,True
Pimpri to Warehouse B,231 bags IR-64,IR-64,6,standby,166,False
Indapur to Warehouse C,407 bags Basmati,Basmati,19,standby,105,True
Pimpri to Warehouse A,478 bags Swarna,Swarna,18,ready,59,False
Sanaswadi to Warehouse A,78 bags IR-64,IR-64,20,standby,20,False
Sanaswadi to Warehouse B,364 bags IR-64,IR-64,5,ready,60,False
Sanaswadi to Warehouse A,125 bags Ponni,Ponni,5,standby,149,False
Moshi to Warehouse B,410 bags Swarna,Swarna,19,standby,101,False
Open Yard C to Warehouse A,130 bags Swarna,Swarna,16,scheduled,96,True
Daund to Warehouse C,405 bags Ponni,Ponni,12,standby,165,True
Chakan to Warehouse B,425 bags Basmati,Basmati,5,standby,15,False
Bhosari to Warehouse C,66 bags IR-64,IR-64,20,ready,171,True
Khed to Warehouse C,103 bags Swarna,Swarna,5,ready,34,True
Open Yard C to Warehouse B,135 bags Sona Masoori,Sona Masoori,11,ready,17,False
Hadapsar to Warehouse A,404 bags Sona Masoori,Sona Masoori,12,ready,42,True
Sanaswadi to Warehouse B,274 bags Swarna,Swarna,6,ready,141,False
Open Yard C to Warehouse C,242 bags Sona Masoori,Sona Masoori,16,scheduled,72,True
Baramati to Warehouse A,459 bags Sona Masoori,Sona Masoori,10,standby,96,False
Moshi to Warehouse A,225 bags IR-64,IR-64,13,standby,34,True
Open Yard C to Warehouse C,364 bags Swarna,Swarna,1,ready,57,False
Talegaon to Warehouse A,101 bags Basmati,Basmati,7,standby,119,False
Khed to Warehouse B,202 bags IR-64,IR-64,4,standby,115,False
Talegaon to Warehouse A,234 bags Sona Masoori,Sona Masoori,14,standby,90,False
Hadapsar to Warehouse A,63 bags IR-64,IR-64,6,scheduled,89,True
Baramati to Warehouse A,207 bags Swarna,Swarna,16,ready,82,True
Khed to Warehouse C,248 bags IR-64,IR-64,12,ready,109,True
Baramati to Warehouse A,184 bags Swarna,Swarna,15,ready,72,False
Pimpri to Warehouse A,127 bags Sona Masoori,Sona Masoori,3,scheduled,103,False
Indapur to Warehouse C,166 bags Ponni,Ponni,2,ready,148,False
Shirur to Warehouse C,493 bags Swarna,Swarna,19,standby,136,False
Moshi to Warehouse B,487 bags Sona Masoori,Sona Masoori,17,scheduled,147,True
Moshi to Warehouse B,138 bags IR-64,IR-64,7,standby,47,True
Chakan to Warehouse A,399 bags Swarna,Swarna,7,scheduled,52,False
Open Yard C to Warehouse C,463 bags Sona Masoori,Sona Masoori,3,ready,157,False
Shirur to Warehouse B,488 bags Basmati,Basmati,17,ready,18,False
Moshi to Warehouse B,126 bags IR-64,IR-64,19,scheduled,164,True
Lonikand to Warehouse A,338 bags Sona Masoori,Sona Masoori,10,scheduled,103,False
Wagholi to Warehouse B,385 bags Swarna,Swarna,19,scheduled,136,True
Talegaon to Warehouse B,256 bags IR-64,IR-64,20,scheduled,117,True
Chakan to Warehouse B,403 bags IR-64,IR-64,2,scheduled,136,False
Lonikand to Warehouse B,60 bags Basmati,Basmati,10,ready,86,False
Bhosari to Warehouse C,400 bags Sona Masoori,Sona Masoori,8,standby,91,False
Indapur to Warehouse B,187 bags Swarna,Swarna,20,scheduled,37,True
Baramati to Warehouse A,471 bags Swarna,Swarna,16,scheduled,110,True
Shirur to Warehouse A,83 bags Basmati,Basmati,17,ready,49,True
Talegaon to Warehouse A,498 bags IR-64,IR-64,2,standby,23,False
Sanaswadi to Warehouse B,410 bags IR-64,IR-64,9,ready,133,False
Khed to Warehouse A,398 bags Sona Masoori,Sona Masoori,8,ready,140,False
Talegaon to Warehouse B,350 bags Ponni,Ponni,12,ready,56,False
Daund to Warehouse C,96 bags Basmati,Basmati,1,ready,27,True
Bhosari to Warehouse C,449 bags IR-64,IR-64,8,scheduled,72,True
Wagholi to Warehouse C,259 bags Ponni,Ponni,1,scheduled,17,False
Lonikand to Warehouse A,381 bags IR-64,IR-64,20,standby,72,False
Pimpri to Warehouse B,414 bags Basmati,Basmati,14,ready,104,False
Wagholi to Warehouse A,288 bags Basmati,Basmati,17,scheduled,116,True
Sanaswadi to Warehouse C,389 bags Basmati,Basmati,18,scheduled,167,False
Wagholi to Warehouse C,105 bags Swarna,Swarna,3,ready,85,False
Bhosari to Warehouse B,183 bags Basmati,Basmati,7,standby,147,True
Lonikand to Warehouse A,462 bags Ponni,Ponni,13,scheduled,96,True
Daund to Warehouse A,385 bags Swarna,Swarna,10,ready,122,False
Chakan to Warehouse C,68 bags Ponni,Ponni,19,standby,102,True
Khed to Warehouse C,376 bags Swarna,Swarna,12,scheduled,91,True
Bhosari to Warehouse C,498 bags Ponni,Ponni,6,ready,39,False
Talegaon to Warehouse C,182 bags Ponni,Ponni,6,scheduled,100,True
Hadapsar to Warehouse B,164 bags Basmati,Basmati,14,ready,110,False
Pimpri to Warehouse B,287 bags Sona Masoori,Sona Masoori,16,standby,177,True
Baramati to Warehouse A,306 bags Sona Masoori,Sona Masoori,13,scheduled,91,False
Sanaswadi to Warehouse A,120 bags IR-64,IR-64,11,ready,160,False
Talegaon to Warehouse B,491 bags IR-64,IR-64,3,ready,100,True
Open Yard C to Warehouse C,79 bags Sona Masoori,Sona Masoori,15,ready,68,True
Pimpri to Warehouse A,300 bags Sona Masoori,Sona Masoori,5,scheduled,126,False
Chakan to Warehouse B,294 bags Swarna,Swarna,1,standby,151,True
Daund to Warehouse B,57 bags Basmati,Basmati,17,standby,19,True
Khed to Warehouse C,177 bags IR-64,IR-64,12,ready,48,True
Chakan to Warehouse C,351 bags Basmati,Basmati,6,standby,26,False
Wagholi to Warehouse B,422 bags Ponni,Ponni,20,scheduled,101,False
Lonikand to Warehouse C,118 bags Basmati,Basmati,16,ready,63,True
Lonikand to Warehouse B,59 bags IR-64,IR-64,8,scheduled,48,True
Daund to Warehouse A,351 bags Ponni,Ponni,6,standby,108,True
Chakan to Warehouse C,180 bags Ponni,Ponni,20,standby,167,True
Khed to Warehouse A,384 bags Sona Masoori,Sona Masoori,2,scheduled,44,False
Baramati to Warehouse B,113 bags Ponni,Ponni,9,ready,54,True
Daund to Warehouse C,372 bags Sona Masoori,Sona Masoori,10,ready,40,False
Pimpri to Warehouse C,408 bags IR-64,IR-64,14,standby,145,True
Wagholi to Warehouse A,451 bags Sona Masoori,Sona Masoori,16,standby,170,True
Indapur to Warehouse B,475 bags Ponni,Ponni,7,ready,119,False
Talegaon to Warehouse A,330 bags Swarna,Swarna,7,scheduled,138,False
Hadapsar to Warehouse A,56 bags Sona Masoori,Sona Masoori,4,scheduled,141,True
Moshi to Warehouse C,88 bags Sona Masoori,Sona Masoori,9,scheduled,74,False
Wagholi to Warehouse B,287 bags Sona Masoori,Sona Masoori,4,standby,25,False
Open Yard C to Warehouse C,210 bags Swarna,Swarna,4,standby,26,True
Bhosari to Warehouse A,389 bags IR-64,IR-64,11,ready,127,False
Lonikand to Warehouse C,97 bags Basmati,Basmati,11,standby,44,False
Chakan to Warehouse B,189 bags Swarna,Swarna,16,ready,57,True
Talegaon to Warehouse C,421 bags Sona Masoori,Sona Masoori,6,standby,121,False
Indapur to Warehouse C,397 bags Swarna,Swarna,6,scheduled,112,False
Pimpri to Warehouse A,491 bags IR-64,IR-64,16,ready,43,False
Baramati to Warehouse A,82 bags Basmati,Basmati,11,standby,149,True
Khed to Warehouse B,315 bags Ponni,Ponni,20,standby,125,True
Baramati to Warehouse B,389 bags Swarna,Swarna,5,scheduled,171,True
Sanaswadi to Warehouse C,130 bags Ponni,Ponni,16,ready,57,True
Indapur to Warehouse B,214 bags IR-64,IR-64,11,ready,27,True
Shirur to Warehouse C,243 bags Swarna,Swarna,8,standby,132,False
Indapur to Warehouse C,279 bags Sona Masoori,Sona Masoori,16,ready,95,True
Baramati to Warehouse C,384 bags Sona Masoori,Sona Masoori,4,ready,120,True
Shirur to Warehouse C,50 bags Sona Masoori,Sona Masoori,20,scheduled,178,False
Lonikand to Warehouse C,337 bags IR-64,IR-64,15,ready,108,True
Bhosari to Warehouse A,482 bags Swarna,Swarna,11,scheduled,173,False
Daund to Warehouse C,236 bags Swarna,Swarna,4,standby,71,True
Open Yard C to Warehouse B,474 bags Basmati,Basmati,18,scheduled,110,True
Sanaswadi to Warehouse A,302 bags IR-64,IR-64,14,standby,80,True
Hadapsar to Warehouse A,486 bags Swarna,Swarna,7,ready,63,False
Moshi to Warehouse B,73 bags Ponni,Ponni,4,ready,132,True
Baramati to Warehouse A,321 bags Sona Masoori,Sona Masoori,18,ready,164,False
Lonikand to Warehouse C,449 bags IR-64,IR-64,19,standby,47,True
Chakan to Warehouse C,357 bags Ponni,Ponni,11,scheduled,113,False
Pimpri to Warehouse C,440 bags IR-64,IR-64,9,ready,102,False
Baramati to Warehouse A,120 bags Swarna,Swarna,20,scheduled,146,False
Bhosari to Warehouse C,330 bags Basmati,Basmati,18,scheduled,70,True
Hadapsar to Warehouse C,415 bags Basmati,Basmati,12,scheduled,48,True
Shirur to Warehouse C,405 bags Basmati,Basmati,4,ready,158,False
Pimpri to Warehouse C,391 bags Swarna,Swarna,18,ready,123,True
Shirur to Warehouse A,62 bags Swarna,Swarna,5,standby,29,True
Wagholi to Warehouse A,196 bags Basmati,Basmati,5,standby,90,True
Indapur to Warehouse C,66 bags Basmati,Basmati,15,standby,172,True
Daund to Warehouse C,337 bags Swarna,Swarna,8,scheduled,88,True
Lonikand to Warehouse B,248 bags Swarna,Swarna,11,scheduled,28,True
Daund to Warehouse B,153 bags Ponni,Ponni,15,standby,177,False
Indapur to Warehouse C,329 bags Ponni,Ponni,7,scheduled,64,False
Baramati to Warehouse A,399 bags Sona Masoori,Sona Masoori,6,standby,146,True
Chakan to Warehouse A,269 bags Basmati,Basmati,18,ready,48,True
Pimpri to Warehouse B,52 bags Basmati,Basmati,15,scheduled,54,True
Talegaon to Warehouse B,355 bags Sona Masoori,Sona Masoori,20,scheduled,92,False
Indapur to Warehouse C,331 bags Basmati,Basmati,3,scheduled,96,True
Talegaon to Warehouse C,84 bags Ponni,Ponni,6,ready,154,False
Moshi to Warehouse B,163 bags IR-64,IR-64,11,ready,107,False
Hadapsar to Warehouse C,321 bags Swarna,Swarna,18,scheduled,17,True
Khed to Warehouse B,278 bags IR-64,IR-64,20,scheduled,77,True
Khed to Warehouse B,245 bags Sona Masoori,Sona Masoori,13,ready,153,False
Sanaswadi to Warehouse C,470 bags Basmati,Basmati,17,scheduled,129,False
Sanaswadi to Warehouse B,383 bags IR-64,IR-64,11,scheduled,36,True
Talegaon to Warehouse C,323 bags Sona Masoori,Sona Masoori,3,standby,176,True
Bhosari to Warehouse C,267 bags Sona Masoori,Sona Masoori,7,scheduled,126,True
Daund to Warehouse C,128 bags Sona Masoori,Sona Masoori,15,scheduled,99,True
Moshi to Warehouse A,77 bags IR-64,IR-64,9,scheduled,33,True
Lonikand to Warehouse B,258 bags Swarna,Swarna,15,scheduled,118,False
Open Yard C to Warehouse A,249 bags Sona Masoori,Sona Masoori,18,standby,179,True
Indapur to Warehouse C,349 bags Sona Masoori,Sona Masoori,3,ready,143,True
Wagholi to Warehouse C,204 bags Ponni,Ponni,3,ready,127,False
Chakan to Warehouse C,65 bags Swarna,Swarna,6,scheduled,71,True
Daund to Warehouse B,457 bags Ponni,Ponni,10,scheduled,51,False
Khed to Warehouse C,381 bags Basmati,Basmati,1,scheduled,157,True
Moshi to Warehouse A,52 bags Ponni,Ponni,20,ready,152,True
Wagholi to Warehouse A,433 bags Basmati,Basmati,7,ready,180,True
Talegaon to Warehouse A,163 bags Ponni,Ponni,9,standby,44,True
Khed to Warehouse C,486 bags Sona Masoori,Sona Masoori,18,ready,180,True
Wagholi to Warehouse C,84 bags Basmati,Basmati,4,standby,163,False
Open Yard C to Warehouse B,115 bags IR-64,IR-64,4,ready,173,True
Lonikand to Warehouse A,212 bags Swarna,Swarna,15,ready,172,False
Daund to Warehouse C,128 bags Ponni,Ponni,19,ready,95,False
Talegaon to Warehouse A,210 bags IR-64,IR-64,8,scheduled,179,False
Wagholi to Warehouse B,118 bags Basmati,Basmati,16,ready,129,False
Indapur to Warehouse B,299 bags Ponni,Ponni,4,standby,180,True
Bhosari to Warehouse B,489 bags IR-64,IR-64,18,standby,82,True
Daund to Warehouse A,59 bags Ponni,Ponni,1,scheduled,163,False
Indapur to Warehouse C,158 bags Sona Masoori,Sona Masoori,18,ready,154,False
Khed to Warehouse A,237 bags Swarna,Swarna,8,scheduled,89,True
Baramati to Warehouse C,311 bags Sona Masoori,Sona Masoori,13,ready,143,True
Khed to Warehouse A,484 bags Ponni,Ponni,6,scheduled,50,False
